Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Centrum J. J. Pestalozziho Jihlava Krizové centrum,Krizová centra - pro děti a mládež,Štefanikovo nám. 1972/2 586 01 Jihlava,kcji@pestalozzi.cz,567 155 028,https://pestalozzi.cz/sluzby/krizove-centrum-jihlava/
Krizové centrum Pardubice,Krizová centra - pro děti a mládež,Erno Košťála 1013 530 12 Pardubice,kc.pardubice@skp-centrum.cz,608 432 117,https://www.skp-centrum.cz/nase-sluzby-a-projekty/krizove-centrum-pardubice
Centrum J. J. Pestalozziho Žamberk Krizové centrum,Krizová centra - pro děti a mládež,Masarykovo náměstí 86 564 01 Žamberk,kcza@pestalozzi.cz,725 838 127,https://pestalozzi.cz/
Centrum J. J. Pestalozziho Svitavy Krizové centrum,Krizová centra - pro děti a mládež,Milady Horákové 10 568 02 Svitavy,kcsvi@pestalozzi.cz,461 321 100,https://pestalozzi.cz/
Centrum J. J. Pestalozziho Chrudim Krizové centrum,Krizová centra - pro děti a mládež,"Štěpánkova 107, 108 537 01 Chrudim",KC@PESTALOZZI.CZ,469 623 899,https://pestalozzi.cz/
Krizové centrum pro děti a dospívající Krizové centrum,Krizová centra - pro děti a mládež,Hapalova 4 621 00 Brno,,"541 229 298, 723 006 004",http://www.krizovecentrum.cz/
Středisko sociální prevence Olomouc Krizové centrum,Krizová centra - pro děti a mládež,Na Vozovce 26 779 00 Olomouc,,"774 102 019, 588 507 517",
Poradna pro ženy a dívky Šumperk Poradna/krizové centrum,Krizová centra - pro děti a mládež,Komenského 9 787 01 Šumperk,praha@poradnaprozeny.eu,603 213 845,https://www.poradnaprozeny.eu/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12891669
"Dětské centrum Zlín, p.o. Krizové centrum",Krizová centra - pro děti a mládež,Burešov 3675 760 01 Zlín,,"731 404 418, 577 436 110",http://www.dczlin.cz/
"Centrum sociálních služeb Ostrava, o.p.s. – Krizové centrum pro děti a rodinu",Krizová centra - pro děti a mládež,"Syllabova 1161/19, 703 00 Ostrava-Vítkovice",kcd@css-ostrava.cz,778 111 281,https://www.css-ostrava.cz/sluzba/krizove-centrum-pro-deti-a-rodinu/
Linka důvěry Liberec,Telefonická krizová pomoc - pro děti a mládež,"Tanvaldská 269, 463 11 Liberec 30",pomoc@linka-duvery.cz,"606 450 044, 485 177 177",http://www.linka-duvery.cz/
Linka důvěry Karviná,Telefonická krizová pomoc - pro děti a mládež,"Karola Śliwky 620/7, Fryštát, 733 01 Karviná",ld@cepp.cz,"596 318 080, 777 499 650",http://www.cepp.cz/
Pražská linka důvěry,Telefonická krizová pomoc - pro děti a mládež,"Šromova 861/1, Praha 14-Černý Most, 198 00 Praha",linka.duvery@csspraha.cz,222 580 697,http://www.csspraha.cz/
Linka pro rodinu a školu 116 000,Telefonická krizová pomoc - pro děti a mládež,"Francouzská 366/34, Praha 2-Vinohrady, 120 00 Praha",116000@cestazkrize.net,116 000,http://www.linkaztracenedite.cz/
Dětské krizové centrum,Telefonická krizová pomoc - pro děti a mládež,"Roztylské náměstí 2772/44, Praha 4-Záběhlice, 141 00 Praha",reditelka@ditekrize.cz,241 484 149,http://www.ditekrize.cz/
La Strada - Informační a SOS linka,Telefonická krizová pomoc - pro děti a mládež,"P.O.BOX 305, 111 21 Praha 1",pomoc@strada.cz,222 717 171,http://www.strada.cz/
Linka bezpečí,Telefonická krizová pomoc - pro děti a mládež,"Ústavní 95, Praha 8-Bohnice, 181 00 Praha",pomoc@linkabezpeci.cz,116 111,http://www.linkabezpeci.cz/
"Městská nemocnice Ostrava, příspěvková organizace",Telefonická krizová pomoc - pro děti a mládež,"Nemocniční 898/20a, Moravská Ostrava, 702 00 Ostrava",mnof@mnof.cz,596 193 242,http://www.mnof.cz/
"Povídej, z. s. - Linka důvěry",Telefonická krizová pomoc - pro děti a mládež,"Česká 235/36, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",linkaduvery@kh.cz,602 874 470,http://www.linkaduvery.kh.cz/
Linka důvěry SOS,Telefonická krizová pomoc - pro děti a mládež,"Čechova 778, Mladá Boleslav II, 293 01 Mladá Boleslav",linka.duvery-mb@centrum.cz,326 741 481,http://www.linka-duvery-mb.cz/
"Linka důvěry České Budějovice, o.p.s.",Telefonická krizová pomoc - pro děti a mládež,"Nádražní 105/47, České Budějovice 6, 370 01 České Budějovice",spramv@gmail.com,387 313 030,http://www.rodinnaporadnacb.cz/
Linka důvěry Kladno,Telefonická krizová pomoc - pro děti a mládež,"J. Hory 1801, Kladno, 272 01 Kladno",ldkladno@ldkladno.cz,777 684 444,
AGARTA z. s. - Terénní program,Terénní programy pro děti a mládež,"Ohrada 1879, Vsetín, 755 01 Vsetín",terenniprogramy@seznam.cz,739 829 578,http://www.agarta.cz/
"ARKA CZ, z.s.",Terénní programy pro děti a mládež,"Gregorova 2427/2, Moravská Ostrava, 702 00 Ostrava",arka@email.cz,734 377 810,http://www.arka-alkohol.cz/
Streetwork v Třinci,Terénní programy pro děti a mládež,"Jablunkovská 110, Lyžbice, 739 61 Třinec",streetwork.trinec@bunkr.cz,739 401 802,http://www.bunkr.cz/
Streetwork pro města Český Krumlov a Kaplice,Terénní programy pro děti a mládež,"T. G. Masaryka 114, Latrán, 381 01 Český Krumlov",cpdm@icmck.cz,736 634 126,http://www.icmck.cz/
"Člověk v tísni, o.p.s. - Plzeň",Terénní programy pro děti a mládež,"Mikulášské náměstí 552/17, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",jakub.palecek@clovekvtisni.cz,770 183 628,http://www.clovekvtisni.cz/plzen
"Člověk v tísni, o.p.s. - Liberec",Terénní programy pro děti a mládež,"Tatranská 597/9c, Liberec III-Jeřáb, 460 07 Liberec",lukas.prucha@clovekvtisni.cz,731 690 480,http://www.clovekvtisni.cz/
Charitní terénní služba,Terénní programy pro děti a mládež,"Soukopovo náměstí 91, 679 11 Doubravice nad Svitavou",teren@blansko.charita.cz,731 626 173,http://www.blansko.charita.cz/
"DRUG-OUT Klub, z.s. - Terénní program Postoloprty",Terénní programy pro děti a mládež,"Velká Hradební 13/47, Ústí nad Labem-centrum, 400 01 Ústí nad Labem",drugout@volny.cz,475 210 626,http://www.drugout.cz/
Streetwork Beztíže,Terénní programy pro děti a mládež,"Na Balkáně 2866/17a, Praha 3-Žižkov, 130 00 Praha",info@ulita.cz,271 771 026,http://www.ulita.cz/
"Hope House, z.s.",Terénní programy pro děti a mládež,"Sokolovská 435/29, 795 01 Rýmařov",d.kaderabek@seznam.cz,725 958 495,
Rebel,Terénní programy pro děti a mládež,"Husova 3294, Frýdek, 738 01 Frýdek-Místek",rebel@charitafm.cz,733 676 671,http://www.charitafm.cz/
Terénní program Cheiron T,Terénní programy pro děti a mládež,"Děkanská 302, Tábor, 390 01 Tábor",cheiront@cheiront.cz,381 257 624,http://www.cheiront.cz/
Terén Jahoda,Terénní programy pro děti a mládež,"Vybíralova 969/2, Praha 14-Černý Most, 198 00 Praha",vendula.fendrychova@jahoda.cz,774 674 060,http://www.jahoda.cz/
"Krystal Help, z.ú.",Terénní programy pro děti a mládež,"E. F. Buriana 908/1, Pod Bezručovým vrchem, 794 01 Krnov",krystal.krnov@seznam.cz,554 620 177,http://www.krystalhelp.cz/
Terénní program LUMA,Terénní programy pro děti a mládež,"Nerudova 691/19, Mladá Boleslav II, 293 01 Mladá Boleslav",luma@luma-mb.cz,774 607 840,http://www.luma-mb.cz/
Terénní program Magdaléna - Berounsko a Rakovnicko,Terénní programy pro děti a mládež,"Havlíčkova 1732, Beroun-Město, 266 01 Beroun",gelbicova@magdalena-ops.cz,739 652 383,http://www.magdalena-ops.eu/
Terénní program Magdaléna - Příbramsko a Praha západ,Terénní programy pro děti a mládež,"Žežická 193, Příbram VII, 261 01 Příbram",chaloupkova@magdalena-ops.cz,737 391 214,http://www.magdalena-ops.eu/
Terénní program Magdaléna - Benešovsko a Praha východ,Terénní programy pro děti a mládež,"Nová Pražská 399, Benešov, 256 01 Benešov u Prahy",zatrepalek@magdalena-ops.cz,"737 797 014, 603 478 707",http://www.magdalena-ops.eu/
Středisko Naděje Jablonec nad Nisou,Terénní programy pro děti a mládež,"Dlouhá 1376/25a, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",lucie.kretschmerova@nadeje.cz,488 588 732,http://www.nadeje.cz/
Středisko Naděje Liberec - Kateřinky,Terénní programy pro děti a mládež,"Kateřinská 156, Liberec XVII-Kateřinky, 460 14 Liberec",jiri.benes@nadeje.cz,604 121 070,http://www.nadeje.cz/
D.R.A.K. - Liberec,Terénní programy pro děti a mládež,"Oblačná 450/1, Liberec V-Kristiánov, 460 05 Liberec",info@sdruzenidrak.org,485 102 668,http://www.sdruzenidrak.cz/
D.R.A.K. - Tanvald,Terénní programy pro děti a mládež,"U Školky 579, 468 41 Tanvald",info@sdruzenidrak.org,773 666 095,http://www.sdruzenidrak.cz/
D.R.A.K. - Turnov,Terénní programy pro děti a mládež,"Antonína Dvořáka 2243, Turnov, 511 01 Turnov",info@sdruzenidrak.org,602 440 731,http://www.sdruzenidrak.cz/
D.R.A.K. - Hrádek nad Nisou,Terénní programy pro děti a mládež,"Václavská 471, 463 34 Hrádek nad Nisou",info@sdruzenidrak.org,602 440 731,http://www.sdruzenidrak.cz/
OPEN HOUSE o.p.s. - Služby drogové prevence Bruntál,Terénní programy pro děti a mládež,"Zahradní 1455/1, Bruntál, 792 01 Bruntál",sdpopenhouse@seznam.cz,775 096 713,http://www.openhousebruntal.cz/
OPEN HOUSE o.p.s. - OPEN STREET Bruntál,Terénní programy pro děti a mládež,"Dr. E. Beneše 309/47, Bruntál, 792 01 Bruntál",openhouse@seznam.cz,775 096 716,http://www.openhousebruntal.cz/
Terénní program COM.PASS,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@ponton.cz,774 433 395,http://www.ponton.cz/
Terénní programy v Praze 9 a 12 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Rakovského 3138/2, Praha 12-Modřany, 143 00 Praha",office@proximasociale.cz,775 610 001,http://www.proximasociale.cz/
Terenní programy v Praze 13 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Borovanského 2205/8, Praha 13-Stodůlky, 155 00 Praha",office@proximasociale.cz,775 610 453,http://www.proximasociale.cz/
Terénní programy v Praze 11 a 15 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Brandlova 1639/6, Praha 11-Chodov, 149 00 Praha",office@proximasociale.cz,775 857 564,http://www.proximasociale.cz/
"Romano jasnica, spolek - Poradenské informační centrum",Terénní programy pro děti a mládež,"Gogolova 29/2, 400 04 Trmice",romano.j@seznam.cz,475 501 774,http://www.romanojasnica.cz/
Terénní program při NZDM - Free klub,Terénní programy pro děti a mládež,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",teren@skp-centrum.cz,774 658 593,http://www.skp-centrum.cz/
STREETWORK ON LINE Karviná,Terénní programy pro děti a mládež,"Makarenkova 1242/6, Nové Město, 735 06 Karviná",online@slezskadiakonie.cz,731 428 974,http://www.onlinekarvina.cz/
"Šance pro Tebe, z.s. - Streetwork ",Terénní programy pro děti a mládež,"Štěpánkova 92, Chrudim I, 537 01 Chrudim",sance@sance.chrudim.cz,469 623 501,http://www.sance.chrudim.cz/
TADY A TEĎ,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@tadyated.org,724 247 191,http://www.tadyated.org/
Klíč - terénní práce s dětmi a mládeží,Terénní programy pro děti a mládež,"Pod Stráněmi 2505, Zlín, 760 01 Zlín",kaderova@unko.cz,734 440 024,http://www.unko.cz/
Mgr. Adéla Rudá,Psychologové,"Ke Koulce 919/7, 150 00 Praha",info@psychiatrie-praha.cz,602 628 619,https://psychiatrie-praha.cz/
Mgr. et Mgr. Veronika Víchová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,602 174 380,https://www.cepsymed.cz/o-nas.html
PhDr. Martina Pilařová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,602 174 380,https://www.cepsymed.cz/o-nas.html
Mgr. Petra Hackerová,Psychologové,"Chelčického 39, 130 00 – Praha 3",petra.hackerova@csspraha.cz,222 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
Mgr. Miloš Knob,Psychologové,"Chelčického 39, 130 00 – Praha 4",milos.knob@csspraha.cz,223 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
PhDr. Iveta Kopecká,Psychologové,"Chelčického 39, 130 00 – Praha 5",iveta.kopecka@csspraha.cz,224 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
Mgr. Hana Orlíková,Psychologové,"Chelčického 39, 130 00 – Praha 7",hana.orlikova@csspraha.cz,226 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
PhDr. Vladmiríra Straková,Psychologové,"Chelčického 39, 130 00 – Praha 8",vladimira.strakova@csspraha.cz,227 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
Mgr. Michaela Svečulová,Psychologové,"Chelčického 39, 130 00 – Praha 9",michaela.sveculova@csspraha.cz,228 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
PhDr. Zdeňka Štichová,Psychologové,"Chelčického 39, 130 00 – Praha 10",zdenka.stichova@csspraha.cz,229 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
Mgr. Jakob Zámečník,Psychologové,"Chelčického 39, 130 00 – Praha 11",jakub.zamecnik@csspraha.cz,230 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
Mgr. Jan Červenka,Psychologové,"Chelčického 39, 130 00 – Praha 12",jan.cervenka@csspraha.cz,231 586 768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora
PhDr. Kateřina Marklová,Psychologové,"Pod Děkankou 1741/6, Praha 4",info@neocentrum.cz,770 143 385,https://neocentrum.cz/
PhDr. Radka Kulhánková.,Psychologové,"Počernická 16, 100 00 Praha 10 Strašnice",pocernicka@clinterap.cz,222 510 607,https://clinterap.cz/klinicka-psychologie-praha-10/
Mgr. Natálie Machová,Psychologové,V Úvalu 84/1 150 06 Praha 5,,224 433 466,http://www.fnmotol.cz/kliniky-a-oddeleni/spolecna-pracoviste/oddeleni-klinicke-psychologie/vedeni-a-personal/
Dětské krizové centrum,Psychologové,V Zápolí 1250/21 141 00 Praha 4 – Michle,ambulance@ditekrize.cz,"241 480 511, 777 664 672",https://www.ditekrize.cz/
Mgr. Jitka Vávrová,Psychologové,"U Včely 176, 156 00 Praha 5 – Zbraslav",,257 920 303,https://www.ddzbraslav.cz/?page_id=12
PhDr. Pavel Král PhD.,Psychologové,Kartouzská 204/6 150 00 Praha 5 – Smíchov,pavel.kral@sechel.cz,797 866 536,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/tym/phdr-pavel-kral-phd/#reserve
"Mgr. Pavol Hašan, Ph.D.",Psychologové,"Úvalská 3411/47, Praha 10",info@klinikaeset.cz,"272 940 880, 272 937 500",https://www.klinikaeset.cz/
Mgr. Martina Kukolová,Psychologové,"Úvalská 3411/47, Praha 11",info@klinikaeset.cz,"273 940 880, 272 937 500",https://www.klinikaeset.cz/
Mgr. Irena Ludvíková,Psychologové,"Úvalská 3411/47, Praha 12",info@klinikaeset.cz,"274 940 880, 272 937 500",https://www.klinikaeset.cz/
PhDr. Barbora Palatová,Psychologové,"Úvalská 3411/47, Praha 13",info@klinikaeset.cz,"274 940 880, 272 937 500",https://www.klinikaeset.cz/
"Doc. PhDr. Jiří Růžička, Ph.D",Psychologové,"Úvalská 3411/47, Praha 14",info@klinikaeset.cz,"276 940 880, 272 937 500",https://www.klinikaeset.cz/
"PhDr. Helena Talandová, DiS.",Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,"277 940 880, 272 937 500",https://www.klinikaeset.cz/
Mgr. Jan Vybíral,Psychologové,"Úvalská 3411/47, Praha 14",psycholog-amb@klinikaeset.cz,"274 940 880, 272 937 500",https://www.klinikaeset.cz/
PhDr. Daniela Wurstová,Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,"275 940 880, 272 937 500",https://www.klinikaeset.cz/
PhDr. Jaroslava Raudenská Ph. D.,Psychologové,"V Úvalu 84, 150 00 Praha 5",ivana.vitkova@fnmotol.cz,224 433 481,https://www.fnmotol.cz/
Mgr. Zuzana Kocábová,Psychologové,"V Úvalu 84, 150 00 Praha 5",zuzana.kocabova@fnmotol.cz,224 433 485,https://www.fnmotol.cz/
Mgr. Markéta Mohaplová,Psychologové,"V Úvalu 84, 150 00 Praha 5",,224 433 425,https://www.fnmotol.cz/
"Mgr. et Mgr. Tomáš Nikolai, Ph.D.",Psychologové,"V Úvalu 84, 150 00 Praha 5",nikolai@centrum.cz,224 436 864,https://www.fnmotol.cz/
Mgr. Hana Marková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,224 436 890,https://www.fnmotol.cz/
Mgr. Klára Benešová,Psychologové,Jeseniova 1916/89 130 00 Praha 3,psychologie.p3@gmail.com,220 511 505,https://www.psychologie-praha3.cz/
Mgr. Pavla Hodková,Psychologové,"V Úvalu 84, 150 00 Praha 5",psychologie.p3@gmail.com,224 438 036,https://www.psychologie-praha3.cz/
"Mgr. Jana Woleská, Ph.D.",Psychologové,"V Úvalu 84, 150 00 Praha 5",,224 436 757,https://www.fnmotol.cz/
Doc. PhDr. Jana Kocourková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,224 433 456,https://www.fnmotol.cz/
PhDr. Šárka Gjuričová,Psychologové,"V Úvalu 84, 150 00 Praha 5",info@rodinnaterapie.cz,"224 433 475, 224 433 478",https://www.fnmotol.cz/
PhDr. Jaroslava Fabíková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,224 433 843,https://www.fnmotol.cz/
"PhDr. et Mgr. Gabriela Ďurašková, PhD.",Psychologové,"V Úvalu 84, 150 00 Praha 5",,"224 433 840, 224 433 842",https://www.fnmotol.cz/
"PhDr. Petra Menclová, Ph.D.",Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,22 201 020,https://www.inep.cz/
Mgr. Lucie Bernášková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,23 201 020,https://www.inep.cz/
Mgr. Mariana Botková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,24 201 020,https://www.inep.cz/
Mgr. Judita Feuersteinová,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,25 201 020,https://www.inep.cz/
Mgr. Natálie Fousková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,26 201 020,https://www.inep.cz/
Mgr. Marie Hájková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,27 201 020,https://www.inep.cz/
Mgr. Zuzana Kohoutová,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,28 201 020,https://www.inep.cz/
Mgr. Lucie Michálková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,29 201 020,https://www.inep.cz/
Mgr. Michaela Šťovíčková,Psychologové,Jugoslávských partyzánů 15 Praha 6 – Dejvice,,774 680 991,http://apsycholog.cz/
Mgr. Michal Nondek,Psychologové,"Patočkova 712/3, 169 00 Praha 6",nondek@psychosomatika.cz,233 351 741,https://psychosomatika.cz/
PhDr. et Mgr. Jaromír Chrášťanský,Psychologové,"Patočkova 712/3, 169 00 Praha 7",chrastansky@psychosomatika.cz,233 351 742,https://psychosomatika.cz/
"PhDr., JUDr. Stanislava Dudová",Psychologové,"Patočkova 712/3, 169 00 Praha 8",dudova@psychosomatika.cz,233 351 743,https://psychosomatika.cz/
Mgr. Lenka Cibulková,Psychologové,"Patočkova 712/3, 169 00 Praha 9",cibulkova@psychosomatika.cz,233 351 744,https://psychosomatika.cz/
Mgr. Andrea Řeháková,Psychologové,"Patočkova 712/3, 169 00 Praha 9",rehakova@psychosomatika.cz,233 351 744,https://psychosomatika.cz/
Mgr. Pavla Stibůrková,Psychologové,"Patočkova 712/3, 169 00 Praha 9",,233 351 744,https://psychosomatika.cz/
PhDr. Vladimíra Plzáková,Psychologové,"Křižíkova 264/22, Praha 8, 186 00",info@inep.cz,222 201 020,https://www.inep.cz/
Mgr. Alexandra Roubalová,Psychologové,"Křižíkova 264/22, Praha 8, 186 01",info@inep.cz,223 201 020,https://www.inep.cz/
PhDr. Michal Šmotek,Psychologové,"Křižíkova 264/22, Praha 8, 186 02",info@inep.cz,224 201 020,https://www.inep.cz/
Mgr. et Mgr. Pavlína Gregorová – Pikhartová,Psychologové,"Poliklinika Jarov, Koněvova 2427/205, 103 00, Praha 3",psychologie.jarov@seznam.cz,724 242 451,https://www.psychoterapie-ostrava-praha.cz/Praha.php
PhDr. Irena Krchová,Psychologové,Golfová 910/10 Praha 10-Hostivař,,731 516 839,http://www.psychologie-krchova.cz/
PhDr. Jaroslava Kaněrová PSYCHOLOG,Psychologové,Blanická 922/25 Praha Vinohrady,jkanerova@volny.cz,736 200 687,
PhDr. Radek Pěkný,Psychologové,"Tychonova 44/3, 160 00 Praha 6",hradcanska@kappa-praha.cz,730 513 343,https://www.kappa-praha.cz/
Mgr. Alice Derflová,Psychologové,"Tychonova 44/3, 160 00 Praha 7",hradcanska@kappa-praha.cz,730 513 343,https://www.kappa-praha.cz/
Mgr. Martina Franzová,Psychologové,"Tychonova 44/3, 160 00 Praha 8",hradcanska@kappa-praha.cz,730 513 343,https://www.kappa-praha.cz/
"Mgr. Michaela VIKTORINOVÁ, M.Sc.",Psychologové,"Tychonova 44/3, 160 00 Praha 9",hradcanska@kappa-praha.cz,730 513 343,https://www.kappa-praha.cz/
Mgr. Lívia Mayerová,Psychologové,Lipí 2556/3 193 00 Praha – Horní Počernice,info@lecbaduse.cz,733 312 172,https://www.lecbaduse.cz/
PhDr. Kristina Najbrtová,Psychologové,Lipí 2556/3 193 00 Praha – Horní Počernice,info@lecbaduse.cz,734 312 172,https://www.lecbaduse.cz/
Mgr. Jana Venclová,Psychologové,"Na dlouhém lánu 563/11 Praha 6, 16000",,"251 097 283, 728 273 092",
Mgr. Lenka Michlová,Psychologové,Mazurská č.p. 484/2 Praha Troja,,284 682 871,
Mgr. Simona Vasilková,Psychologové,"Krčská 59/1079 Praha 4, 140 00",info@zajicova-psychologie.cz,731 037 777,http://www.zajicova-psychologie.cz/
Mgr. Martina Tichá,Psychologové,"Krčská 59/1079 Praha 4, 140 00",info@zajicova-psychologie.cz,732 807 875,http://www.zajicova-psychologie.cz/
Mgr. Lucie Sušická,Psychologové,"Nitranská 1459/11, Praha 3",lucie@susicka.info,607 691 975,https://susicka.info/
Mgr. Michaela Šichová,Psychologové,Jugoslávských partyzánů 15 Praha 6 – Dejvice,,734 785 170,http://apsycholog.cz/
PhDr. Miroslava Benešová,Psychologové,"Patočkova 712/3, 169 00 Praha 6",hudlicka@psychosomatika.cz,233 351 741,https://psychosomatika.cz/
Mgr. Petr Hudlička,Psychologové,"Patočkova 712/3, 169 00 Praha 6",machacek@psychosomatika.cz,234 351 741,https://psychosomatika.cz/
Mgr. Jiří Macháček,Psychologové,"Patočkova 712/3, 169 00 Praha 6",karpisek@psychosomatika.cz,235 351 741,https://psychosomatika.cz/
Mgr. Radim Karpíšek,Psychologové,"Patočkova 712/3, 169 00 Praha 6",strukova@psychosomatika.cz,236 351 741,https://psychosomatika.cz/
Mgr. Silvie Struková,Psychologové,"Patočkova 712/3, 169 00 Praha 6",petr.konopasek@gmail.com,237 351 741,https://psychosomatika.cz/
Mgr. Petr Konopásek,Psychologové,"Seydlerova 8/2451, Praha",petra.karpiskova@volny.cz,777 203 759,
Mgr. Petra Karpíšková,Psychologové,Krčská 59/1079 Praha 4,zdenka.kolarova@psychologickapomoc.cz,603 971 177,
Mgr. Zdeňka Kolářová,Psychologové,Thámova 133/24 Praha 8 – Karlín,,731 538 442,https://ordinace-thamova.webnode.cz/
Mgr. Natália Čavojcová,Psychologové,Thámova 133/24 Praha 8 – Karlín,info@psychologickapomoc.cz,608 280 182,https://ordinace-thamova.webnode.https//www.psychologpraha.cz/cz/
Mgr. Anna Zvettlerová,Psychologové,Thámova 133/24 Praha 8 – Karlín,klinika@monada.cz,224 829 099,https://ordinace-thamova.webnode.https//www.psychologpraha.cz/cz/
MONADA spol. s.r.o,Psychologové,"Střelničná 1861/8a, Praha 8",martin.dlabal@bulovka.cz,736 750 927,https://www.monada.cz/psychologie/
"PhDr. Martin Dlabal, Ph.D.",Psychologové,Budínova 67/2 Praha 8 – Libeň 180 81,hospital@homolka.cz,266 083 271,http://bulovka.cz/kliniky-a-oddeleni/oddeleni-klinicke-psychologie/
Nemonice Na Homolce,Psychologové,"Roentgenova 37/2, 150 30 Praha 5",,257 271 111,https://www.homolka.cz/
PhDr. Anna Jílková,Psychologové,"V Úvalu 84, 150 06 Praha 5",helena@macasova.cz,224 436 214,
PhDr. Helena Mačasová,Psychologové,"Peckova 15, 186 00 Praha 8 – Karlín",,606 166 109,http://palimpsest.cz/
"PhDr. Anna Pohlová, CSc.",Psychologové,"Gen. Janouška 902/17, 198 00 Praha 9",,281 918 820,https://poliklinikaparnik.cz/
PhDr. Luciena Metalová,Psychologové,"Ukrajinská 900/11, Praha 10, Vršovice",logo.praha@logoped.cz,723 032 591,http://www.psychologie-metalova.cz/
LOGO Centrum Praha,Psychologové,"Karlovo náměstí 15 120 00, Praha",,"517 578 322, 603 484 077",https://www.moje-klinika.cz/pracoviste-praha
Mgr. et Mgr. Jitka Michálková,Psychologové,Horní náměstí 251 250 70 Odolena Voda Praha-východ,michalkova@terapeutika.cz,603 538 419,https://www.terapeutika.cz/
Mgr. Petr Hrach,Psychologové,Kollárova 208 250 88 Čelákovice Praha-východ,hrach@terapeutika.cz,773 831 344,https://www.terapeutika.cz/
Mgr. Tereza Přádná,Psychologové,Kollárova 208 250 88 Čelákovice Praha-východ,pradna@terapeutika.cz,777 352 019,https://www.terapeutika.cz/
PhDr. Erika Gerlová Ph.D.,Psychologové,Rižská 1580/11 Praha 15 – Hostivař,gerlova@terapeutika.cz,773 533 777,https://www.terapeutika.cz/
Holubcová Ivana,Psychologové,"Semily, Tyršova 394",,605 258 967,
PhDr. Vladimír Beran,Psychologové,"Liberec, Klášterní 117/2",,485 312 474,
"Lejsková Jindřiška, PhDr.",Psychologové,"Liberec II-Nové Město, Kostelní 10/5",,485 104 464,
Mgr.Jindra Bachmanová,Psychologové,"Moskevská 638/8, Perštýn, 460 01 Liberec",,774 283 313,http://jindrabachmanova.cz/
Mgr. Andrea Pírková,Psychologové,"1, Dr. M. Horákové 391, 460 01 Liberec",,725 522 110,http://www.psychoterapeut-liberec.cz/
PhDr. Milan Štěpanovič,Psychologové,"Tyršova 510, 460 05 Liberec",,603 112 511,https://www.znamylekar.cz/milan-stepanovic/psycholog/liberec
Mgr. Kodýtková Jaroslava,Psychologové,"U Sila 1201, 463 11 Liberec",,721 979 708,http://www.kodytkova.cz/
Ordinace klinického psychologa,Psychologové,"Ronovská 846, 470 01 Česká Lípa",,487 823 131,
Mgr. Naďa Kravcivová,Psychologové,"Hrnčířská 2985, 470 01 Česká Lípa",,487 877 646,https://www.znamylekar.cz/nada-kravcivova/psycholog/ceska-lipa
