Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
Krajská pedagogicko-psychologická poradna a Zařízení pro další vzdělávání pedagogických pracovníků Zlín,Pedagogicko-psychologické poradny,"J. A. Bati 5520, 760 01 Zlín",poradna@poradnazl.cz,+420575570491,https://www.poradnazl.cz/,,matched
"Pedagogicko-psychologická poradna, Bruntál, příspěvková organizace",Pedagogicko-psychologické poradny,"Krnovská 998/9, 792 01 Bruntál",,+420554717737,http://www.pppbruntal.cz/,,matched
"Pedagogicko-psychologická poradna, Frýdek-Místek, příspěvková organizace",Pedagogicko-psychologické poradny,"Palackého 130, Místek, 738 01 Frýdek-Místek",pppfrydekmistek@pppfm.cz,+420558432084,http://www.pppfm.cz/,,matched
"Pedagogicko-psychologická poradna, Karviná, příspěvková organizace",Pedagogicko-psychologické poradny,"Víta Nejedlého 591/4, Ráj, 734 01 Karviná",poradna@pppkarvina.cz,+420597582370,http://www.pppkarvina.cz/,,matched
"Pedagogicko-psychologická poradna, Nový Jičín, příspěvková organizace",Pedagogicko-psychologické poradny,"Žižkova 1154/3, 741 01 Nový Jičín",info@pppnj.cz,,http://www.pppnj.cz/Stranky/default.aspx,,matched
"Pedagogicko-psychologická poradna, Opava, příspěvková organizace",Pedagogicko-psychologické poradny,"Rybí trh 177/8, Město, 746 01 Opava",posta@pppopava.cz,,http://www.ppp.opava.cz/,,matched
"Pedagogicko-psychologická poradna, Ostrava - Zábřeh, příspěvková organizace",Pedagogicko-psychologické poradny,"Kpt. Vajdy 2656/1a, Zábřeh, 700 30 Ostrava",osta-zabreh@ppp-ostrava.cz,,http://www.ppp-ostrava.cz/,,matched
Spolek KOLUMBUS,Organizace uživatelů péče,"Keplerova 712/32, Ústí nad Labem 400 07",milan.jisa@spolekkolumbus.cz,+420774279364,https://www.spolekkolumbus.cz/,,matched
VIDA o.s.,Organizace uživatelů péče,"V Horkách 12, 140 00 Praha 4 – Nusle",vida@vidacentrum.cz,,http://www.vidacentrum.cz/,,matched
"Péče o duševní zdraví, z. s., Středisko Chrudim, Klub Polárka",Organizace uživatelů péče,"U Parku 828, 537 01 Chrudim",pdz-cr@pdz.cz,,http://www.pdz.cz/,,matched
"Zahrada2000, o. s., Svépomocná skupina Naděje - HOPE",Organizace uživatelů péče,"Zahrada 2000, Dětřichov 32, 790 01 Jeseník",nadeje@zahrada2000.cz,+420775492334,http://www.zahrada2000.cz/,,matched
"Fokus Liberec, o. s., Myklub Liberec, Klub duševního zdraví Česká Lípa",Organizace uživatelů péče,"Nezvalova 662, 460 15 Liberec 15",fokus-rehabilitace@volny.cz,,http://www.fokuslbc.eu/,,matched
"Česká společnost pro duševní zdraví, pobočka Mladá Boleslav, o. s.",Organizace uživatelů péče,"Nový park 1262, 293 01 Mladá Boleslav",ceska.spolecnost@telecom.cz,,http://www.fokus-mb.cz/klubko,,matched
"Česká společnost pro duševní zdraví, pobočka Ostrava, Klub Mlýnek",Organizace uživatelů péče,"Nádražní 365/196, 702 00 Ostrava",klubmlynek@seznam.cz,+420596115427,http://www.csdzo.unas.cz/,,matched
"Péče o duševní zdraví - region Pardubice, Středisko Pardubice, Klub Pohoda",Organizace uživatelů péče,"Erno Košťála 1015, Pardubice Dubina",pdz-pce@pdz.cz,,http://www.pdz.cz/,,matched
Občanské sdružení Krystal,Organizace uživatelů péče,"Centrum denních aktivit a služeb, Houškova 596/11, Plzeň, 326 00",krystalplzen@email.cz,+420737551341,http://www.kdochce.estranky.cz/,,matched
"Česká společnost pro duševní zdraví, pobočka Praha",Organizace uživatelů péče,"Zvonařova 6, Praha 3, 130 00",csdz@seznam.cz,,http://www.csdz.cz/,,matched
"Fokus Praha, Svépomocný klub MOSTY",Organizace uživatelů péče,"Dolákova 24, Praha 8",mosty@fokus-praha.cz,,http://fokus-praha.cz/,,matched
Klub Želva – Šternberk,Organizace uživatelů péče,"Opavská 13, 785 01 Šternberk",knopfova.charita@rps.cz,,http://www.sternberk.caritas.cz/,,matched
"Self Help, o. s.",Organizace uživatelů péče,"Pražská 166/47, 400 01, Ústí nad Labem",selfhelp@volny.cz,+420472745159,http://selfhelp.dinphoto.com/,,matched
ŠELA o. s.,Skupiny pro příbuzné,"Ovčáry čp. 55, 280 02 Kolín",sela@quick.cz,,http://sela.webnode.cz/,,matched
SDRUŽENÍ SYMPATHEA,Skupiny pro příbuzné,"Švábky 8, 180 00 Praha 8",sympathea@sympathea.cz,,http://www.sympathea.cz/,,matched
Bartůšková Ludmila MUDr. Mgr.Mgr.,Psychoterapeuti,"Klánova 300/62, Praha 4 - Hodkovičky, 140 00",ludmila.bartuskova@ondrejov.cz,+420221633631,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/14-bartuskova-ludmila-mudr-mgr-mgr,,matched
Bayer Martin Mgr.,Psychoterapeuti,"Zenklova 1545/39, Praha 8 Libeň, 180 00",kontakt@martinbayer.cz,+420792536180,https://www.martinbayer.cz/,,matched
Berka Jiří MUDr.,Psychoterapeuti,"Vojtova 23, Brno, 639 00",berka@medihelp.cz,+420543212752,http://www.medihelp.cz,,matched
Březíková Alena MUDr.,Psychoterapeuti,"Tř. Osvobození 1388, Otrokovice, 765 02",detem@post.cz,+420577922056,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/88-brezikova-alena-mudr,,matched
Bukovjan Miroslav MUDr.,Psychoterapeuti,"8. pěšího pluku 85, Frýdek-Místek, 738 01",miroslav.bukovjan@seznam.cz,+420558900228,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/94-bukovjan-miroslav-mudr,,matched
Buriánek Václav PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 110 00",v.burianek@centrum.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/16-burianek-vaclav-phdr,,matched
"Čepická Blanka PhDr., Ph.D.",Psychoterapeuti,"Michnova 4, 149 00 Praha 4",blanka.cepicka@sena-praha.cz,+420271733456,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/10-cepicka-blanka-phdr,,matched
Čermáková Halina MUDr.,Psychoterapeuti,"Höblerova 810, Velké Přílepy, Praha-západ, 252 64",halina.cermakova@centrum.cz,+420606364369,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/11-cermakova-halina-mudr,,matched
Černý Kamil MUDr.,Psychoterapeuti,"Mezibranská 1668/5, Praha 1, 110 00",cerny.kam@seznam.cz,+420271914686,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/12-cerny-kamil-mudr,,matched
"Černý Martin MUDr., Ph.D.",Psychoterapeuti,"Haštalská 760/27, 110 00 Praha 1",info@mudrcerny.cz,+420774918150,http://www.mudrcerny.cz/,,matched
"Černý Vojtěch PhDr., Ph.D.",Psychoterapeuti,"Františkánská 6, 602 00 Brno",info@cervoy.cz,+420602737026,http://www.psychologiebrno.cz/,,matched
Cibulková Lenka Mgr.,Psychoterapeuti,"Patočkova 3/712, Praha 6, 16900",cibulkova@psychosomatika.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/17-cibulkova-lenka-mgr,,matched
Dokoupilová Jana PhDr.,Psychoterapeuti,"Dělnická 884/41, 735 64, Havířov",dokoupilova.jana@volny.cz,+420596410251,http://www.phdrdokoupilova.cz/,,matched
Doležalová Lucie Mgr.,Psychoterapeuti,"Klánova 62, Praha 4, 14700",l.d@seznam.cz,+420241442793,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/18-dolezalova-lucie-mgr,,matched
Doležalová Romana PhDr. Mgr.,Psychoterapeuti,"Masarykova 781/318 b, Ústí nad Labem, 400 01",r.dolezalova@cbox.cz,+420475221012,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/104-dolezalova-romana-phdr-mgr,,matched
Drábková Hana PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",hdrabkova@volny.cz,+420777326100,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/19-drabkova-hana-phdr,,matched
Dreslerová Iveta Mgr.,Psychoterapeuti,"Zborovská 1245, Hranice, 753 22",psychologiveta@seznam.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/116-dreslerova-iveta-mgr,,matched
Dufek Jan Mgr.,Psychoterapeuti,"Brněnská 45, Hustopeče, 693 01",info@psychologhustopece.cz,+420608383355,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/68-dufek-jan-mgr,,matched
Dušková Ludmila MUDr.,Psychoterapeuti,"Horní 180, Prachatice, 383 01",ludduskova@post.cz,+420388316762,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/1-duskova-ludmila-mudr,,matched
Erker Vladimír PhDr.,Psychoterapeuti,"Poliklinika Budějovická, Antala Staška 80,, Praha 4 Krč, 140 46",,+420261006253,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/21-erker-vladimir-phdr,,unmatched
Farářová Adéla Mgr.,Psychoterapeuti,"Wenzigova 5, 128 00 Praha 2",akleda77@gmail.com,+420776871255,http://www.adelafararova.cz/,,matched
Forman Hynek MUDr.,Psychoterapeuti,"U Nesypky 28, Praha 5, 150 00",hynek.forman@vfn.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/22-forman-hynek-mudr,,matched
Frouzová Magdalena PhDr.,Psychoterapeuti,"Vinohradská 14, Praha 2, 120 00",magdalena.frouzova@cmail.cz,+420602642616,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/23-frouzova-magdalena,,matched
Gjuričová Šárka PhDr.,Psychoterapeuti,"V Úvalu 84, Praha 5, 150 00",sarka.gjuricova@fnmotol.cz,+420224433478,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/24-gjuricova-sarka-phdr,,matched
Gregor Dušan Mgr.,Psychoterapeuti,"Oldřichova 97/51, 128 00 Praha 2 - Nusle",psycholog.gregor@gmail.com,+420777339980,http://www.psycholog-praha.pro/,,matched
Hájková Helena MUDr.,Psychoterapeuti,"Mrkosova 35, Brno, 600 00",amit.rt@tiscali.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/70-hajkova-helena-mudr,,matched
Hodková Pavla Mgr.,Psychoterapeuti,"V Úvalu 84, Praha 5, 150 06",pavla.hodkova@seznam.cz,+420721100359,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/26-hodkova-pavla-mgr,,matched
Holeyšovská Olga PhDr.,Psychoterapeuti,"Senovážné náměstí 6, Praha 1, 110 00",olga.holeysovska@cetera.cz,+420603574572,http://www.cetera.cz,,matched
Holubová Dana MUDr.,Psychoterapeuti,"Na Vlčovce 2573, Praha 6, 160 00",kuldik@post.cz,+420731655384,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/28-holubova-dana-mudr,,matched
"Hrdličková Barbora, Mgr.",Psychoterapeuti,"Dolákova 24, 181 00 Praha 8",hrdlickova@fokus-praha.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/111-hrdlickova-barbora-mgr,,matched
Hronová Romana MUDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",hronova.romana@seznam.cz,+420605280343,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/29-hronova-romana-mudr,,matched
Hudlička Petr Mgr.,Psychoterapeuti,"Meziškolská 2, Praha 6, 16000",hudlicka@fokus-praha.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/30-hudlicka-petr-mgr,,matched
Hurdálek Ivo Mgr.,Psychoterapeuti,"Halasovo náměstí 597/1, 638 00 Brno",,+420530334600,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/71-hurdalek-ivo-mgr,,unmatched
Jandourková Danuše Mgr.,Psychoterapeuti,"Na Vyhlídce 582, Dobřichovice, 252 29",danuse.jandourkova@ckp-dobrichovice.cz,,http://www.ckp-dobrichovice.cz,,matched
"Janečková Barbora, PhDr., Ph.D.",Psychoterapeuti,"Na Míčánce 1532/32, 160 00 Praha 6",janeckova.barbora@gmail.com,+420777206525,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/110-janeckova-barbora-phdr-ph-d,,matched
Janovská Zuzana Mgr.,Psychoterapeuti,"Nám. Svobody 2824/1, 787 01 Šumperk",mgr.zuzana.janovska@gmail.com,+420732976301,https://www.psychologicka-ordinace-janovska.cz/,,matched
Junek Petr PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",junek@psychoanalyza.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/32-junek-petr-phdr,,matched
"Kalina Kamil doc. MUDr. PhDr., CSc.",Psychoterapeuti,"Žitná 51, 110 00 Praha 1",kalina@adiktologie.cz,+420731249809,http://www.adiktologie.cz/,,matched
Knop Jan Mgr.,Psychoterapeuti,"Jáchymovská 385, Liberec, 460 10",knop@sktlib.cz,+420485151398,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/82-knop-jan-mgr,,matched
Koblic Karel PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 110 00",k.koblic@seznam.cz,+420222324027,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/33-koblic-karel-phdr,,matched
Koblicová Alena PhDr.,Psychoterapeuti,"Bechyňova 3, Praha, 160 00",a.koblicova@volny.cz,+420234606179,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/34-koblicova-alena-phdr,,matched
"Kocourek Jiří doc.PhDr., PhD",Psychoterapeuti,"Vítězné nám. 10, Praha 6, 106 00",kocourek.jiri@upcmail.cz,+420603438544,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/35-kocourek-jiri-doc-phdr-phd,,matched
"Koláčková Barbara, PhDr. Mgr.",Psychoterapeuti,"Jánská 9, Kroměříž",psychologicke.km@centrum.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/113-kolackova-barbara-phdr-mgr,,matched
Kolářová Zdeňka Mgr.,Psychoterapeuti,"Thámova 181/20, Praha 8, 180 00",kolarova.zd@seznam.cz,+420731538442,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/36-kolarova-zdenka-mgr,,matched
Konečný Martin MUDr.,Psychoterapeuti,"Pod Kaštany 183/3, Praha 6",markon64@email.cz,+420737444577,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/91-konecny-martin-mudr,,matched
Konopásek Petr Mgr.,Psychoterapeuti,"Seydlerova 2451/8, Praha 5, 150 00",petr.konopasek@gmail.com,+420777203759,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/37-konopasek-petr-mgr,,matched
Kosová Martina PhDr.,Psychoterapeuti,"Černopolní 9, Brno, 625 00",kosova@post.cz,+420532234576,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/74-kosova-martina-phdr,,matched
Kozlová Ivana MUDr.,Psychoterapeuti,"Lipí 2556/3, 193 00 Praha - Horní Počernice",iva.ondrackova@email.cz,+420733312172,http://www.lecbaduse.cz/,,unmatched
Krausová Dana PhDr.,Psychoterapeuti,"Seydlerova 2451, Praha 5, 15800",krausova@slea.cz,+420606880273,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/38-krausova-dana-phdr,,matched
Krebsová Kateřina Mgr.,Psychoterapeuti,"Blanenská 982, 664 34 Kuřim",krebsova.katerina@gmail.com,+420775182608,https://www.psychologie-kurim.cz/,,matched
Kulka Jiří Doc. PhDr. Mgr. et Mgr. CSc.,Psychoterapeuti,"Lidická 23b, 602 00 Brno",kulka@arcana.cz,+420604207640,http://www.arcana.cz/,,matched
Kuželková Helena MUDr.,Psychoterapeuti,"Na Mlejnku 26/992, Praha 4, 14700",info@kuzelkova.cz,+420244466483,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/40-kuzelkova-helena-mudr,,matched
Lacinová Olga Mgr.,Psychoterapeuti,"E. Beneše 339, Říčany, 25101",olgal@tiscali.cz,+420323601764,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/87-lacinova-olga-mgr,,matched
Lorenc Jan MUDr.,Psychoterapeuti,"Na Vlčkovce 2573, Praha 6, 160 00",lorenc@dpc.cz,+420777808424,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/41-lorenc-jan-mudr,,matched
Lukuvka Marek MUDr.,Psychoterapeuti,"Ostrovského 253/3, Praha 5, 150 00",marek@lukuvka.cz,+420734801560,http://www.lukuvka.cz/,,matched
Mačasová Helena PhDr.,Psychoterapeuti,"Peckova 15, 186 00 Praha 8",helena.macasova@seznam.cz,+420261105410,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/46-macasova-helena-phdr,,matched
Man Lukáš PhDr. Mgr.,Psychoterapeuti,"Ústavní 91, 181 00, Praha 8",lmterap@gmail.com,+420770623916,https://www.lukasman.cz/,,matched
"Mandincová Petra Mgr., Ph.D.",Psychoterapeuti,"Pančava 360, Zlín - Příluky, 760 01",psychologzlin@gmail.com,+420575570445,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/89-mandincova-petra-mgr-ph-d,,matched
Matuška František MUDr.,Psychoterapeuti,"Dykova 31, Praha 10 - Vinohrady, 10100",matuska@hermesgroup.cz,,http://www.hermesgroup.cz,,matched
Morávek Svatopluk PhDr.,Psychoterapeuti,"Radniční 4, Šumperk, 78701",smoravek@tiscali.cz,+420583217410,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/6-moravek-svatopluk-phdr,,matched
Němcová Naděžda PhDr.,Psychoterapeuti,"Myslbekova 4, Karlovy Vary, 36001",nemcova.n@seznam.cz,+420353236329,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/92-nemcova-nadezda-phdr,,matched
Nováková Daniela PhDr.,Psychoterapeuti,"Boloňská 312, Praha 10, 10900",dana.novakova@volny.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/49-novakova-daniela-phdr,,matched
Oral Ivo PhDr.,Psychoterapeuti,"Sokolská třída 2587/81, Ostrava, 702 00",ivo.oral@hpo.agel.cz,+420775718004,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/98-oral-ivo-phdr,,matched
Panovský Evžen PhDr. Mgr.,Psychoterapeuti,"Na Okrouhlíku 899, Pardubice, 53003",panovsky@psychologove.cz,,http://www.psychologove.cz/,,matched
Paucová Zuzana Mgr.,Psychoterapeuti,"ZŠ Brdličkova 1878, Praha 5, 15500",z.paucova@volny.cz,+420603898800,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/50-paucova-zuzana-mgr,,matched
Pávková Eva PhDr.,Psychoterapeuti,"Vídeňská 1958/9, Praha 4-Krč, 14021",evpv@medicon.cz,+420236055308,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/51-pavkova-eva-phdr,,matched
Pavlová Helena MUDr.,Psychoterapeuti,"Velké náměstí 164, Hradec Králové, 500 03",hpavlova@volny.cz,+420495512921,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/3-pavlova-helena-mudr,,matched
Pečená Marie PhDr.,Psychoterapeuti,"Tererova 1355, Praha 4 Opatov, 140 00",pecena.m@quick.cz,+420608525935,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/52-pecena-marie-phdr,,matched
Petišková Michaela MUDr.,Psychoterapeuti,U Vojenské nemocnice 10 162 00 Praha 6,m.petiskova@centrum.cz,+420736660315,https://www.homeopatiecz.com/,,matched
Pinďáková Zuzana MUDr.,Psychoterapeuti,"Hekrova 805, Praha 4, 14000",zuzanapindakova@seznam.cz,+420604106131,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/53-pindakova-zuzana-mudr,,matched
Píšová Petra PhDr.,Psychoterapeuti,"Studentská 4, Žďár nad Sázavou, 59101",pisova@poliklinikazr.cz,+420566690217,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/65-pisova-petra-phdr,,matched
Pöslová Blanka PhDr.,Psychoterapeuti,"Na Okrouhlíku 899, Pardubice,",poslova@psychologove.cz,+420466611601,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/85-p-slova-blanka-phdr,,matched
Rektor Juraj MUDr.,Psychoterapeuti,"Nám. Přerovského povstání 1, Přerov, 75001",rektor@mens.cz,+420581204437,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/7-rektor-juraj-mudr,,matched
Rektorová Blanka PhDr.,Psychoterapeuti,"Nám. Přerovského povstání 1, Přerov, 75001",rektorova@mens.cz,+420581204437,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/8-rektorova-blanka-phdr,,matched
Růžičková Ivana MUDr.,Psychoterapeuti,"Opatovická 13, Praha 1, 11000",ruzickova.ivana@post.cz,+420224934287,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/56-ruzickova-ivana-mudr,,matched
Šímová Marie PhDr.,Psychoterapeuti,"Seydlerova 2451, Praha 13 Nové Butovice, 15800",simovama@seznam.cz,+420608538873,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/44-simova-marie-phdr,,matched
Skřivánek Miloslav MUDr.,Psychoterapeuti,"Revoluční 1128, Jičín, 50643",sexuolog@volny.cz,+420606540537,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/4-skrivanek-miloslav-mudr,,matched
Sojka Vlastimil PhDr.,Psychoterapeuti,"Dobrovského 2915, Havlíčkův Brod, 580 01",sojka@hbnet.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/67-sojka-vlastimil-phdr,,matched
Soukupová Tereza PhDr.,Psychoterapeuti,"Ústavní 91, Praha 8, 18102",terezasoukupova@yahoo.com,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/57-soukupova-tereza-phdr,,matched
Šťastná Vilma MUDr.,Psychoterapeuti,"U Malvazinky, Praha 5, 150 00",stastna.vilma@seznam.cz,+420606901754,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/45-stastna-vilma-mudr,,matched
Stránská Lenka Mgr.,Psychoterapeuti,"Rooseveltova 474, 544 01 Dvůr Králové nad Labem",klinicka.psychologiedk@seznam.cz,+420739059690,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/115-stranska-lenka-mgr,,unmatched
Strnadlová Helena PhDr.,Psychoterapeuti,"J. Masaryka 48, Praha 2, 12000",strnadlovahelena@seznam.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/58-strnadlova-helena-phdr,,matched
Strobachová Ingrid PhDr.,Psychoterapeuti,"ZŠ Brdličkova 1878, Praha 5, 15500",strobasi@quick.cz,+420235517797,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/59-strobachova-ingrid-phdr,,matched
Suchomel Přemysl MUDr.,Psychoterapeuti,"Rozkošská 2322, Havlíčkův Brod, 58002",p.suchomel@seznam.cz,+420569478282,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/66-premysl-suchomel-mudr,,matched
Švehlíková Dana Mgr.,Psychoterapeuti,"Hrnčířky 964, Veselí nad Moravou, 698 01",objednani@terdi.cz,+420518322054,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/76-svehlikova-dana-mgr,,matched
Svobodová Dagmar PhDr.,Psychoterapeuti,"Tyršova 291/26a, Jeseník, 790 01",pppsvob@seznam.cz,,https://www.psycholog-jesenik.cz/,,matched
Tejklová Milena PhDr.,Psychoterapeuti,"Dlouhá 79, Havířov-Podlesí, 73601",m.tejklova@seznam.cz,+420596430768,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/100-tejklova-milena-phdr,,matched
Telerovský Roman Mgr.,Psychoterapeuti,"U Nesypky 28, Praha 5, 15000",rtelerovsky@gmail.com,+420257325118,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/60-telerovsky-roman-mgr,,matched
Trapková Ludmila PhDr.,Psychoterapeuti,"Ovenecká 34, Praha 7, 17000",trapkova@mybox.cz,+420233375453,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/61-trapkova-ludmila-phdr,,matched
Turbová Jarmila PhDr.,Psychoterapeuti,"Herčítyova 23, Brno, 61200",zcechacek@seznam.cz,+420549247757,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/78-turbova-jarmila-phdr,,matched
Večeřová Procházková Alena MUDr.,Psychoterapeuti,"Božkovská 2967/4, 141 00 Praha 4",alena.vecerova.prochazkova@gmail.com,+420737407739,http://www.psychoterapeuti.cz/mspsychiatrie.cz,,matched
Vlachová Marie PhDr.,Psychoterapeuti,"Svojšovická 3159, Praha 4 Záběhlice, 141 00",info@vlachova.cz,+420272765642,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/63-vlachova-marie-phdr,,matched
Vrba Luděk PhDr.,Psychoterapeuti,"Vratislavova 2, Praha 2, 12800",vrba.psychoterapie@gmail.com,+420224919906,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/64-vrba-ludek-phdr,,matched
Weimerová Monika MUDr.,Psychoterapeuti,"Stará cesta 83, Frýdek-Místek, 73801",monika.weimerova@seznam.cz,+420558646327,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/101-weimerova-monika-mudr,,matched
Zahradník Petr MUDr.,Psychoterapeuti,"Škroupova 48, Brno, 63600",zahradnik@alfa95.cz,+420548531396,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/79-zahradnik-petr-mudr,,matched
"Zvánovcová Irena, MUDr.",Psychoterapeuti,"Na Výšince 149/3, 153 00, Praha 5",izvanovcova@gmail.com,+420774979714,http://www.psychoterapie-iz.cz/,,matched
"Bílý kruh bezpečí, z.s. - Intervenční centrum Ostrava",Intervenční centra,"Jurečkova 643/20, 702 00 Ostrava",bkb.ostrava@bkb.cz,,https://www.bkb.cz/,,matched
Intervenční centrum Liberec,Intervenční centra,"Tanvaldská 269, 463 11, Liberec ",info.ic@cipslk.cz,+420776776501,http://www.cipslk.cz/,,matched
Centrum sociálních služeb Praha,Intervenční centra,"Chelčického 842/39, Praha 3-Žižkov, 130 00 Praha",icpraha@csspraha.cz,+420734510292,http://www.csspraha.cz/,,matched
Diecézní charita České Budějovice - Intervenční centrum pro osoby ohrožené domácím násilím,Intervenční centra,"Kanovnická 404/18, 370 01 České Budějovice ",ic@dchcb.charita.cz,+420603281300,http://www.dchcb.cz/,,matched
Diecézní charita Plzeň - Intervenční centrum Plzeňského kraje,Intervenční centra,"Cukrovarská 327/16, Plzeň 3-Jižní Předměstí, 301 00 Plzeň ",ic@dchp.charita.cz,+420777167004,http://www.dchp.cz/,,matched
Oblastní charita Hradec Králové - Intervenční centrum Hradec Králové,Intervenční centra,"Kotěrova 847/5, Hradec Králové, 500 03 Hradec Králové ",intervencni.centrum@charitahk.cz,+420774591383,http://www.charitahk.cz/,,matched
"Pomoc v nouzi, o.p.s.",Intervenční centra,"Josefa Kajetána Tyla 461, Sokolov, 356 01 Sokolov ",vrstala@pomocvnouziops.cz,,http://www.pomocvnouziops.cz/,,matched
Intervenční centrum proFem,Intervenční centra,"Dlouhá 97, Příbram III, 261 01 Příbram ",ic@profem.cz,+420774433034,http://www.profem.cz/,,matched
"Psychocentrum - manželská a rodinná poradna Kraje Vysočina, příspěvková organizace",Intervenční centra,"třída Legionářů 1468/36, Jihlava, 586 01 Jihlava ",ic.vysocina@psychocentrum.cz,+420567215532,http://www.intervencni-centrum.cz/,,matched
Intervenční centrum Respondeo,Intervenční centra,"Náměstí Přemyslovců 14/11, Nymburk, 288 02 Nymburk ",obeti@respondeo.cz,+420325511148,http://www.respondeo.cz/,,matched
"SKP-CENTRUM, o.p.s. - Intervenční centrum pro osoby ohrožené domácím násilím",Intervenční centra,"Erno Košťála 1014, Pardubice III-Studánka, 530 12 Pardubice",ic.pardubice@skp-centrum.cz,,http://www.skp-centrum.cz/,,matched
