Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
Psychologická ambulance - Mgr. Nora Brátková,Psychologická ambulance,"Jelínkova 991/39, Nové Dvory 674 01, Kraj Vysočina",bratkova@centrum.cz,+420737907291,http://psychologiebratkova.cz/,,matched,scraped_contacts_telefon
MGR. ET BC. JANA SLADKÁ,Psychoterapeutická ambulance,"K Remízku 476/54, Plzeň 1-Severní Předměstí (část) 301 00, Plzeňský kraj",mgr.jana.sladka@seznam.cz,+420775287571,https://www.zivot-je-hra.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychordinace Smrková s.r.o.,Psychiatrická ambulance,"Smrková 1015/23, Plzeň - Doubravka 312 00, Plzeňský kraj",ordinace@psychordinace.cz,+420371430090,https://www.psychordinace.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Alzheimer poradna Vysočina,Odborné sociální poradenství,"Ždírec 43, Polná (část) 588 13, Kraj Vysočina",rypalova.m@alzheimerporadnavysocina.cz,+420561111323,www.alzheimerporadnavysocina.cz,https://www.alzheimerporadnavysocina.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Cesta těhotenstvím,Odborné sociální poradenství,"českobratrská 1229/13, Moravská Ostrava (část) 702 00, Moravskoslezský kraj",poradna@dlanzivotu.cz,+420605329232,http://dlanzivotu.cz/nabizime/poradna-cesta-tehotenstvim/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"ZDEňKA KOUBOVÁ Individuální, párová, rodinná psychoterapie",Psychoterapeutická ambulance,"Komenského 15, české Budějovice 370 01, Jihočeský kraj",koubova.zdenka@email.cz,+420728956656,https://terapie-koubova.webnode.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Občanská poradna Náchod,Odborné sociální poradenství,"Weyrova 3, Náchod 547 01, Královéhradecký kraj",opnachod@ops.cz,+420734370960,http://www.ops.cz,,matched,scraped_contacts_telefon
Občanská poradna Hradec Králové,Odborné sociální poradenství,"československé armády 543/29, Hradec Králové (část) 500 03, Královéhradecký kraj",ophk@ops.cz,+420736472678,http://www.ops.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Prachová Jana,Psychiatrická ambulance,"Slovanská 244/27, Plzeň 2-Slovany-Východní Předměstí 326 00, Plzeňský kraj",prachova@inel.cz,+420377321451,http://www.medisante.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychoterapeutické centrum MUDr. Elena Křivková,Psychoterapeutická ambulance,"Velké náměstí 149, Hradec Králové (část) 500 03, Královéhradecký kraj",poradna@psycholog-hradec-kralove.cz,+420603997033,https://firmy.hradeckralove.cz/firma-psychoterapeuticke-centrum-mudr-elena-krivkova-33806/#ixzz6jVYeQm5u,,matched,scraped_contacts_email
PsychéMedic s.r.o.,Psychiatrická ambulance,"Okružní 7070, Zlín (část) 760 05, Zlínský kraj",victoria.prokopova@gmail.com,+420577220899,https://www.psychemedic.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance MUDr. Kateřiny Konupčíkové - Vrchlabí,Psychiatrická ambulance,"Komenského 63, Vrchlabí (část) 543 01, Královéhradecký kraj",ambulance@psychiatrie-konupcikova.cz,+420608971030,www.psychiatrie-konupcikova.cz,https://www.psychiatrie-konupcikova.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Marie Procházková,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,matched,scraped_contacts_email
"Psychiatrická ambulance Podané ruce, s.r.o.",Psychiatrická ambulance,"Dlouhá 4215, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577439190,https://klinika.podaneruce.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychocentrum - manželská a rodinná poradna Pelhřimov,Psychoterapeutická ambulance,"Pražská 127, Pelhřimov 393 01, Kraj Vysočina",poradna.pe@psychocentrum.cz,+420737618913,https://www.psychocentrum.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Centrum pro zdravotně postižené Liberec,Odborné sociální poradenství,"Dr. Milady Horákové 185/66, Horní Růžodol-Liberec VII 460 07, Liberecký kraj",liberec.cz,+420485104044,www.czplk.cz,https://www.czplk.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance Zlín,Psychiatrická ambulance,"Kvítková 373, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577012063,https://podaneruce.cz/centra-sluzby/psychiatricka-ambulance-zlin/,,matched,scraped_contacts_email
Psychocentrum Zlín,Psychiatrická ambulance,"Osvoboditelů 91, Zlín (část) 760 01, Zlínský kraj",info@psychocentrumzlin.cz,nan,http://www.psychocentrumzlin.cz/,,matched,scraped_contacts_email
"SYMEDIS PLUS, s.r.o.",Psychiatrická ambulance,"Obchodní 1507, Uherské Hradiště (část) 686 01, Zlínský kraj",polach@symedis.cz,+420572551330,https://www.symedis.cz/,,matched,scraped_contacts_telefon
Centrum pro zdravotně postižené česká Lípa,Odborné sociální poradenství,"Konopeova 812/2, česká Lípa (část) 470 01, Liberecký kraj",ceskalipa.cz,+420487853481,www.czplk.cz,https://www.czplk.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatr MUDr. Ludmila Dušková,Psychiatrická ambulance,"Horní 180, Prachatice 383 01, Jihočeský kraj",taduskova@centrum.cz,+420388316762,https://www.asertivita.com/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychoterapeutické centrum MUDr. Elena Křivková,Psychoterapeutická ambulance,"Palackého 201, Trutnov 541 01, Královéhradecký kraj",poradna@psycholog-hradec-kralove.cz,+420603997033,psycholog-hradec-kralove.cz,,matched,scraped_contacts_email
Terapeut Mgr. Jakub Kovář,Psychoterapeutická ambulance,"T. G. Masaryka 12, Karlovy Vary 360 01, Karlovarský kraj",kuba.kovar@gmail.com,+420608384120,http://www.kovarjakub.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Občanská poradna Jihlava, z. s.",Odborné sociální poradenství,"Žižkova 1683/13, Jihlava (část) 586 01, Kraj Vysočina",info@obcanskaporadna.cz,+420567330164,http://obcanskaporadna.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Veronika Galusová - Psychologická poradna,Psychologická ambulance,"Pražská třída 649/45, Hradec Králové (část) 500 04, Královéhradecký kraj",galusova.veronika@email.cz,+420778048819,https://veronikagalusova.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"PSYCHOLOGICKÁ ORDINACE ALTERA, S.R.O.",Klinický psycholog,"Bartošova 4341, Zlín (část) 760 01, Zlínský kraj",ordinace93@centrum.cz,+420777342253,http://www.psychologiezlin.eu/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Josef Zvoníček,Psychiatrická ambulance,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",zvonicekjosef@seznam.cz,+420577923390,https://poliklinika-otrokovice.cz/caregiver/mudr-zvonicek-josef/,,matched,scraped_contacts_telefon
Centrum pro zdravotně postižené Jablonec nad Nisou,Odborné sociální poradenství,"Emilie Floriánové 1736/8, Jablonec nad Nisou (část) 466 01, Liberecký kraj",jablonec.cz,+420483356218,www.czplk.cz,https://www.czplk.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Jana Bytelová,Psychiatrická ambulance,"Plánická 5, Klatovy I 339 01, Plzeňský kraj",,+420601165441,https://www.firmy.cz/detail/13425689-mudr-jana-bytelova-klatovy-i.html,,matched,scraped_contacts_telefon
MUDr. Rostislav Procházka,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,matched,scraped_contacts_email
"Život bez bariér, z. ú. Nová Paka, Odborné sociální poradenství",Odborné sociální poradenství,"Opolského 148, Nová Paka (část) 509 01, Královéhradecký kraj",dana.chaloupkova@zbb.cz,+420602393368,http://www.zbb.cz,,matched,scraped_contacts_telefon
Psychocentrum - manželská a rodinná poradna Žďár nad Sázavou,Psychoterapeutická ambulance,"Horní 22, Žďár nad Sázavou 3 591 01, Kraj Vysočina",poradna.zr@psychocentrum.cz,+420566621404,https://www.psychocentrum.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Zdeňka Böhmová,Psychiatrická ambulance,"Kostelní 168, Domažlice 344 01, Plzeňský kraj",bohmova.zdenka@email.cz,+420608701387,https://psychiatriejinak.cz/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12845336,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance MUDr. Kateřiny Konupčíkové - Hradec Králové,Psychiatrická ambulance,"Ulrichovo náměstí 762, Hradec Králové (část) 500 02, Královéhradecký kraj",ambulance@psychiatrie-konupcikova.cz,+420608971030,http://www.psychiatrie-konupcikova.cz/kontakt.htm,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna MELA,Odborné sociální poradenství,"Jeronýmova 632, Kolín VI 280 02, Středočeský kraj",kratina@melaops.cz,+420736620819,www.melaops.cz,https://www.melaops.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychocentrum - manželská a rodinná poradna Havlíčkův Brod,Psychoterapeutická ambulance,"Dobrovského 2915, Havlíčkův Brod 580 01, Kraj Vysočina",poradna.hb@psychocentrum.cz,+420734354085,https://www.psychocentrum.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mudr. Pavla Novotná - Dětská a dorostová psychiatrie,Psychiatrická ambulance,"Matice Školské 1786/17, české Budějovice 2 (část) 370 01, Jihočeský kraj",pavla.novotna.ina@gmail.com,+420386354506,https://www.detska-psychiatrie-mudr-novotna.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychoterapeutická ambulance - MUDr. Jiří Kořán,Psychoterapeutická ambulance,"Rozkošská 2325, Havlíčkův Brod 580 01, Kraj Vysočina",ppjk@centrum.cz,+420773563977,https://www.psychoterapie-vysocina.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Ambulantní léčba Renadi,Odborné sociální poradenství,"Bratislavská 2, Brno-Staré Brno (část) 602 00, Jihomoravský kraj",renadi@renadi.cz,+420721911633,https://www.renadi.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
SABmed s.r.o.,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730511,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,matched,scraped_contacts_email
Odborné sociální poradenství,Odborné sociální poradenství,"Kotěrova 847/5, Hradec Králové (část) 500 03, Královéhradecký kraj",plt@charitahk.cz,+420777737612,https://www.charitahk.cz/komu-a-jak-pomahame/lidem-v-tisni-poradenstvi/,,matched,scraped_contacts_telefon
ELVA HELP z.s.,Odborné sociální poradenství,"Palachova 504/7, Liberec I-Staré Město (část) 460 01, Liberecký kraj",handicap.help@seznam.cz,+420607725304,www.elvahelp.cz,https://www.elvahelp.cz,matched,scraped_contacts_telefon
Psychiatrie-Klatovy s.r.o.,Psychiatrická ambulance,"Vídeňská 87, Klatovy IV 339 01, Plzeňský kraj",eva.jilkova@psychiatrie-klatovy.cz,+420770191282,https://psychiatrie-klatovy.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Klinický psycholog - Nemocnice Třebíč,Psychologická ambulance,"Purkyňovo nám. 133/2, Jejkov 674 01, Kraj Vysočina",info@nem-tr.cz,+420568809370,nem-tr.cz/cze/ambulance/klinicky-psycholog/,,unmatched,
MG Medical Centrum – Ambulance klinické psychologie PhDr. Iva Holubová,Psychologové,"Ostrožná 244, 746 01 Opava",,+420603857751,https://www.medical-center.cz/,,unmatched,
Centrum,Nízkoprahové zařízení,"Bezručova 219/11, Děčín IV-Podmokly, 405 02 Děčín",os.cinka@seznam.cz,+420412517924,www.cinka-decin.cz,https://www.cinka-decin.cz,unmatched,
Ambulance klinické psychologie - Nemocnice Nové Město na Moravě,Klinický psycholog,"Žďárská 610, Nové Město na Moravě 592 31, Kraj Vysočina",marta.maluskova@nnm.cz,nan,nnm.cz/ambulance-detail?id=049,,unmatched,
Klub 17,Nízkoprahové zařízení,"Socháňova 1221/25, Praha 17-Řepy, 163 00 Praha",cszs@iol.cz,+420235314141,http://www.cszs.cz/,,unmatched,
Ambulance klinické psychologie - Nemocnice Havlíčkův Brod,Psychologická ambulance,"Husova 2624, Havlíčkův Brod 580 01, Kraj Vysočina",irena.komendova@onhb.cz,+420569472306,onhb.cz/Article.asp?nDepartmentID=256&nArticleID=341&nLanguageID=1,,unmatched,
Psyché-centrum s.r.o.,Psychiatrická ambulance,"Studentská 1699/4, Žďár nad Sázavou 4 591 01, Kraj Vysočina",ambulance@psyche-centrum.cz,+420566690224,psyche-centrum.cz,,unmatched,
Ambulance klinického psychologa - Nemocnice Jihlava,Klinický psycholog,"Vrchlického 4630/59, Jihlava (část) 586 01, Kraj Vysočina",vitekd@nemji.cz,+420567157417,https://nemji.cz/vismo/o_utvar.asp?id_org=427000&id_u=1019&tzv=2&p1=1154,,unmatched,
"NORBERTINUM, s.r.o.",Psychiatrická ambulance,"Palackého 70, Pelhřimov 393 01, Kraj Vysočina",max.esperanto@gmail.com,+420565321232,https://www.firmy.cz/detail/12762133-norbertinum-pelhrimov.html,,unmatched,
Psychiatrická ambulance - MUDr. Blanka Šastná,Psychiatrická ambulance,"Západní 287, Chotěboř 583 01, Kraj Vysočina",bl.stastna@quick.cz,+420569623075,https://www.firmy.cz/detail/385470-mudr-blanka-stastna-chotebor.html,,unmatched,
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Jonáš",Nízkoprahové zařízení,"Kubíčkova č.ev. 23, Bystrc, 635 00 Brno 35",nzdmjonas.brno@armadaspasy.cz,+420773770236,http://www.armadaspasy.cz,,unmatched,
MUDr. Eva Krejčí - Psychiatrická ambulance,Psychiatrická ambulance,"Východní 174, Humpolec 396 01, Kraj Vysočina",krejci.on@tiscali.cz,+420565533555,https://www.firmy.cz/detail/384601-mudr-eva-krejci-humpolec.html,,unmatched,
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Lavina",Nízkoprahové zařízení,"Staňkova 354/6, Brno-Královo Pole, Ponava, 602 00 Brno 2",kcstankova.brno@armadaspasy.cz,+420773770232,http://www.armadaspasy.cz,,unmatched,
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Krnov",Nízkoprahové zařízení,"Opavská 254/34, Pod Cvilínem, 794 01 Krnov 1",darina.vranova@armadaspasy.cz,+420773770213,http://www.armadaspasy.cz,,unmatched,
Psycholog Jihlava s.r.o. - Psychoterapeutické centrum Jihlava,Psychoterapeutická ambulance,"Havlíčkova 5623/34a, Jihlava (část) 586 01, Kraj Vysočina",drozdova@psycholog-jihlava.cz,+420732344096,https://www.psycholog-jihlava.cz,,unmatched,
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Dživipen",Nízkoprahové zařízení,"Körnerova 221/1, Brno-střed, Zábrdovice, 602 00 Brno 2",kckornerova.brno@armadaspasy.cz,+420773770239,http://www.armadaspasy.cz,,unmatched,
MUDr. Markéta Doležalová - Psychiatrická ambulance,Psychiatrická ambulance,"Bezručova 135, Havlíčkův Brod 580 01, Kraj Vysočina",dolmark@seznam.cz,+420569420510,https://www.firmy.cz/detail/12972695-mudr-marketa-dolezalova-havlickuv-brod.html,,unmatched,
"Armáda spásy, Centrum sociálních služeb Přerov",Nízkoprahové zařízení,"9. května 2481/107, Přerov I-Město, 750 02 Přerov 2",veronika.skoupilova@armadaspasy.cz,+420773770244,http://www.armadaspasy.cz/,,unmatched,
Ordinace klinické psychologie PhDr. Adam Chalupníček,Klinický psycholog,"Masarykovo nám. 968, Náměš nad Oslavou 675 71, Kraj Vysočina",adam.chalupnicek@gmail.com,+420777587261,http://www.psychologos.cz/ordinace-klinicke-psychologie-namest-nad-oslavou/#utm_source=firmy.cz&utm_medium=ppd&utm_content=kategorie&utm_term=Psychologick%c3%a9%20a%20psychiatrick%c3%a9%20ordinace%20a%20pracovi%c5%a1t%c4%9b&utm_campaign=firmy.cz-13307684,,unmatched,
MUDr. Markéta Zemanová - Psychiatrická ambulance,Psychiatrická ambulance,"Nádražní 582, Havlíčkův Brod 580 01, Kraj Vysočina",marketazem@seznam.cz,+420569429246,http://ww.poliklinika-hb.cz/126-mudr-zemanov,,unmatched,
Psychologická ambulance - MUDr. Petr Pokorný,Psychologická ambulance,"Vltavínská 1289/10, Horka-Domky 674 01, Kraj Vysočina",pokorny@trb.cz,+420568808233,https://www.firmy.cz/detail/385443-mudr-petr-pokorny-trebic-horka-domky.html,,unmatched,
Psychologická praxe Krnov – Mgr. Vlaďka Ptašniková,Psychologové,"Nám. Hrdinů 933, Pod Bezručovým vrchem, 794 01 Krnov",p.vladka@seznam.cz,+420604108583,http://www.psychologickapraxe-krnov.cz/,,unmatched,
Psychiatrická ambulance - MUDr. Milan Pátek,Psychiatrická ambulance,"Nádražní 418/1, Třeš 589 01, Kraj Vysočina",mipatek@seznam.cz,+420732933336,https://www.firmy.cz/detail/385074-mudr-milan-patek-trest.html,,unmatched,
Nízkoprahové zařízení dětí a mládeže OÁZA,Nízkoprahové zařízení,"Mírová 1434/27, Nové Město, 735 06 Karviná 6",oaza@akademickyustav.cz,+420731310286,http://www.akademickyustav.cz/oaza,,unmatched,
Psychiatrická ambulance - MUDr. Marie Zrnečková,Psychiatrická ambulance,"Studentská 1699/4, Žďár nad Sázavou 1 591 01, Kraj Vysočina",zrneckova@quick.cz,+420566690224,https://www.firmy.cz/detail/385280-mudr-marie-zrneckova-zdar-nad-sazavou-4.html,,unmatched,
Ambulance klinické psychologie - PhDr. Silvie Bartošová,Klinický psycholog,"Jahodova 4051, Havlíčkův Brod 580 01, Kraj Vysočina",silviebartosova@centrum.cz,+420604550758,https://silviebartosova.www3.cz,,unmatched,
Ambulance klinické psychologie a psychoterapie Český Těšín,Psychologové,"Ostravská 783, 737 01 Český Těšín",jmachova.jm@gmail.com,+420608000783,http://www.psychologietesin.cz/,,unmatched,
MUDr. Hana Vermousková - Psychiatrická ambulance,Psychiatrická ambulance,"Tovačovského sady 78, Moravské Budějovice 676 02, Kraj Vysočina",hana.vermouskova@seznam.cz,+420605840540,https://www.firmy.cz/detail/2550598-mudr-hana-vermouskova-moravske-budejovice.html,,unmatched,
Rodinná poradna Jindřichův Hradec,Odborné sociální poradenství,"Janderova 147, Jindřichův Hradec I 377 01, Jihočeský kraj",poradna@jh.cz,nan,https://www.jh.cz/cs/mestsky-urad/odbory-uradu/odbor-socialnich-veci/rodinna-poradna/,,unmatched,
"MUDr. Sylva Racková, Ph.D. - Psychiatrická ambulance",Psychiatrická ambulance,"Slovanská 1238/69, Plzeň 2-Božkov 326 00, Plzeňský kraj",rackova.sylva@gmail.com,+420736132143,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq=psychiatrick%C3%A1+ambulance+plze%C5%88sk%,,unmatched,
"doc. PhDr. Marek Preiss, Ph.D.",Psychologové,"Topolová 748, 250 67 Klecany",marek.preiss@nudz.cz,+420283088222,https://www.nudz.cz/lecebna-pece/klinicka-psychologie/profil/,,unmatched,
"Terapeutické centrum Modré dveře, z.ú,",Psychologové,"náměstí Smiřických 39, 281 63 Kostelec nad Černými lesy",,+420702090603,http://www.modredvere.cz/cz/modre-dvere-kostelec-nad-cernymi-lesy,,unmatched,
Mgr. Judita Trenklerová,Psychologové,Vančurova 1548 272 01 Kladno,,+420315606111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie,,unmatched,
Mgr. Miroslav Šubrt,Psychologové,Vančurova 1548 272 01 Kladno,,+420314606111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie,,unmatched,
Mgr. Andrea Sakalová,Psychologové,Vančurova 1548 272 01 Kladno,,+420313606111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie,,unmatched,
Mgr. Květuše Kšírová Klinický psycholog,Psychologové,"Petrohradská 3414, 272 04 Kladno",ksirova@seznam.cz,+420731170212,https://mestokladno.cz/mgr-kvetuse-ksirova-klinicky-psycholog/os-200086,,unmatched,
PhDr. Andrea Kalinová,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,+420737055069,http://psychologslany.cz/index_sl.html,,unmatched,
Mgr. Ivona Matějů,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,+420736055069,http://psychologslany.cz/index_sl.html,,unmatched,
Mgr. Daniela SAIFRTOVÁ,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,+420735055069,http://psychologslany.cz/index_sl.html,,unmatched,
Mgr. Lucie Husová Psycholog ve zdravotnictví,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,+420728322635,http://www.psychologienymburk.cz/,,unmatched,
Mgr. Milena Strnadová Psycholog ve zdravotnictví,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,+420727322635,http://www.psychologienymburk.cz/,,unmatched,
PhDr. Jana Bendová Ph.D Klinický psycholog,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,+420726322635,http://www.psychologienymburk.cz/,,unmatched,
MUDr. Naděžda Kramářová,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730511,https://www.znamylekar.cz/nadezda-kramarova/psychiatr/ceske-budejovice,,unmatched,
MUDr. František Žahourek,Psychiatrická ambulance,"Žižkova třída 244/7, Písek 397 01, Jihočeský kraj",psychiatrie@volny.cz,+420382223334,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html,,unmatched,
MUDr. Eva Fialková,Psychiatrická ambulance,"Husovo nám. 530, Tábor (část) 390 02, Jihočeský kraj",,+420381254105,https://www.firmy.cz/detail/384826-mudr-eva-fialkova-tabor.html,,unmatched,
MUDr. Kateřina Volfová,Psychiatrická ambulance,"Kpt. Jaroše č.p. 2876, Tábor (část) 390 01, Jihočeský kraj",,+420725447100,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/,,unmatched,
Oblastní nemocnice Kolín – Klinická psychologie – ambulance pro dospělé,Psychologové,"Žižkova 146, 280 02 Kolín III",livia.simkova@nemocnicekolin.cz,+420606020357,https://www.nemocnicekolin.cz/klinicka-psychologie/d-2289/p1=2120,,unmatched,
Centrum klinické psychologie Tábor - PhDr. Jana Címlová,Psychologická ambulance,"Bydlinského 2474, Tábor (část) 390 01, Jihočeský kraj",phdr.cimlova@seznam.cz,nan,http://www.psychologcimlova.cz/uvod.html,,unmatched,
Psychologická poradnaTábor Mgr. Bc. Tereza Bělecká,Psychologická ambulance,"Smetanova 663, Tábor (část) 390 01, Jihočeský kraj",info@psychologicka-poradna-tabor.cz,+420606645281,https://psychologicka-poradna-tabor.cz,,unmatched,
Klinický psycholog PhDr. Karel Bröckl,Psychologové,"Sedláčkova 209, 301 00 Plzeň 3",brockl@powernet.cz,nan,https://psychologie-plzen.cz/,,unmatched,
PhDr. Jan Kovář,Klinický psycholog,"Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj",jk.psycholog@volny.cz,+420381261311,https://www.znamylekar.cz/jan-kovar/psycholog-detsky-psycholog/tabor,,unmatched,
Ambulance klinického psychologa Nemocnice Tábor,Klinický psycholog,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606766,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
Pedopsychiatrická ambulance Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",detska.psychiatrie@nemta.cz,+420381606756,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
Mgr. Eva Šimková,Psychologové,"Topolová 748, 250 67 Klecany",eva.simkova@nudz.cz,+420283088165,https://www.nudz.cz/lecebna-pece/klinicka-psychologie/profil/,,unmatched,
Psychiatrická ambulance IV.,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
"ADIKTOLOGICKÉ CENTRUM, s.r.o.",Psychologové,Bezručova 715 276 01 Mělník,,nan,http://www.adiktologickecentrum.cz/kontakt/1-melnik,,unmatched,
Mgr. Jan Haase,Psychologové,"Vodárenská 3827, Mělník, 276 01",info@janhaase.cz,+420775511726,http://www.janhaase.cz/index.php,,unmatched,
Mgr. Leoš Vítek,Psychologové,Vodárenská 3827 276 01 Mělník,info@janhaase.cz,+420775511726,http://www.medicpoint.cz/www.medicpoint.cz/vitejte/zdravy-zivotni-styl-sebepoznani-osobnostni-rust-a-podpora-v-naro/index.html,,unmatched,
Psychiatrická ambulance II. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
Psychiatrická ambulance I. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
PhDr. Jana Bendová Ph.D,Psychologové,Zborovská 995 Vstup z ulice V lomu 280 02 Kolín,ordinacepsychologie@gmail.com,+420726322635,https://www.psychologiekolin.cz/,,unmatched,
Psychiatrická ambulance III. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched,
Mgr. Robert Lašák,Psychologové,třída Václava Klementa 147 293 01 Mladá Boleslav,robert.lasak@onmb.cz,+420326743820,http://www.klaudianovanemocnice.cz/psycholog-mgr-robert-lasak/ms-2075/p1=2075,,unmatched,
MUDr. Michal Vodička,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",psychiatrie.vodicka@gmail.com,+420734242059,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,unmatched,
MUDr. Lukáš Krejčů,Psychiatrická ambulance,"Široká 436/17, české Budějovice 370 01, Jihočeský kraj",lukaskrejcu@seznam.cz,nan,https://www.firmy.cz/detail/2123947-mudr-lukas-krejcu-ceske-budejovice-1.html,,unmatched,
PhDr. Dana Dobiášová,Psychologové,"Kavčí plácek 121, 500 03 Hradec Králové",,+420495511324,http://www.psy-dobiasova.cz/,,unmatched,
Klinická psychologie Poliklinika,Psychologové,"Němcové 738, 547 01 Náchod",,nan,http://www.klinicka-psychologie.com/inpage/kontakty,,unmatched,
Hüblová Lenka PhDr. – Klinická Psychologie,Psychologové,"Na Struze 30, 541 01 Trutnov",,+420499816696,http://www.psychologie-dopravni.cz/,,unmatched,
