Name;API Name;Phone;Phone Match;API Phone;Address;API Address;Email;Web;API Web;API Opening Hours
Nemocnice v Karlových Varech – ambulance klinické psychologie Mgr. Pastieriková Neveďalová Zuzana;Psychologická ambulance - PhDr. Naděžda Němcová;354 225 551;NEPRAVDA;353 236 329;Bezručova 1190/19, 360 01 Karlovy Vary;25A, Krymská 1799, 360 01 Karlovy Vary-Karlovy Vary 1, Czechia;zuzana.pastierikova@kkn.cz;https://nemkv.cz/ambulance-klinicke-psychologie;;
PhDr. Anna Kotrčová;PhDr. Anna Kotrčová;353 223 041, 733 665 632;PRAVDA;733 665 632;Komenského 1665, Karlovy Vary 360 07;Komenského 186/5, Doubí, 360 07 Karlovy Vary-Karlovy Vary 7, Czechia;kotrcova.anna@seznam.cz;https://phdr-anna-kotrcova.zdravotniregistr.cz/;https://phdr-anna-kotrcova.zdravotniregistr.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1300'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 1:00\u2009–\u20098:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Jolana Mižikarová;Pedagogicko-psychologická poradna Karlovy Vary;605 586 168, 353 240 726;NEPRAVDA;602 572 887;Západní 1208/11, 360 01 Karlovy Vary;38, Lidická 590, 360 01 Karlovy Vary-Karlovy Vary 1, Czechia;jolana.mizikarova@seznam.cz;;http://www.pppkv.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1330'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1330'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Radek Karchňák;Mgr. Radek Karchňák - Ordinace klinické psychologie a psychoterapie;723 887 881, 723 384 711;PRAVDA;723 887 881;Severní 15, Karlovy Vary, 360 05;26. dubna 2323/9, 350 02 Cheb-Cheb 2, Czechia;info@personalconsulting.cz;;http://www.personalconsulting.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1530'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Zdenka Mašková;Kelucová Marcela Mgr.;353 235 210;PRAVDA;353 235 210;Bezručova 8/1321, 360 01 Karlovy Vary;8, Bezručova 1321, 360 01 Karlovy Vary-Karlovy Vary 1, Czechia;z.maskova@centrum.cz;;https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1530'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1530'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1530'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Klinická psychologie Monika Kopárková s.r.o.;Klinická psychologie Monika Kopárková s. r. o.;608 245 698, 354 433 674;PRAVDA;608 245 698;Divadelní nám. 593/3, 350 02 Cheb;Divadelní nám. 593/3, 350 02 Cheb-Cheb 2, Czechia;mkoparkova@gmail.com;https://koparkovamonika.cz/;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
Ordinace klinické psychologie Sokolov PhDr. Mgr. Ph.D. Jiří Bauer |;Ordinace klinické psychologie a psychoterapie - PhDr. Bauer Jiří PhD.;352 603 603;PRAVDA;352 603 603;Hornická 1613, 356 01 Sokolov;Hornická 1613, 356 01 Sokolov-Sokolov 1, Czechia;;;https://phdr-jiri-bauer-phd.webnode.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1400'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Ordinace klinické psychologie – Mgr. Jan Volavka;Psychologická Ambulance - Klinická Volavka Jan Mgr.;777 622 394, 354 620 691;PRAVDA;777 622 394;Tyršova 31, 353 01 Mariánské Lázně;31, Tyršova 31, 353 01 Mariánské Lázně-Mariánské Lázně 1, Czechia;;;;
Nemocnice Ostrov – Ordinace klinického psychologa – Eva Bauerová;;353 364 243;NEPRAVDA;No phone number available;U Nemocnice 1161, Ostrov, 363 01;Not found;;;;
PhDr. Gregorová Iva Ph.D.;PhDr. Gregorová Iva Ph.D. - dětský klinický psycholog, klinická psychologie, diagnostika, psychoterapie dospělých Plzeň;775 574 570, 373 724 255;PRAVDA;775 574 570;Masarykova 1132/62, 312 00 Plzeň 4;Masarykova 1132/62, 312 00 Plzeň 4, Czechia;i.gregorova@centrum.cz;https://psycholog-iva-gregorova.business.site/;https://plzen-psycholog.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
ABC psychologie s.r.o. – PhDr. Iva Wittnerová Ordinace klinické a dopravní psychologie;ABC psychologie, s.r.o. - PhDr. Iva Wittnerová;604 413 248;PRAVDA;604 413 248;U Velkého rybníka 115, 323 00 Plzeň 1;U Velkého rybníka 2219/115, Bolevec, 323 00 Plzeň-Plzeň 1, Czechia;wittnerova.iva@seznam.cz;http://wittnerova.sweb.cz/index.html#obal;http://abc-psychologie.cz/;
Psychoordinace Smrková s.r.o.;Psychordinace Smrková s.r.o.;371 430 090;PRAVDA;371 430 090;Smrková 1015/23, 312 00 Plzeň 4;Smrková 1015/23, 312 00 Plzeň 4, Czechia;ordinace@psychordinace.cz;https://www.psychordinace.cz/;https://www.psychordinace.cz/;
Ordinace klinické psychologie Mgr. Ivan Bořík;Ivan Bořík Mgr.;777 099 615;PRAVDA;777 099 615;Skrétova 1210, 301 00 Plzeň 3-Jižní Předměstí;47, Skrétova 1210, 301 00 Plzeň 3-Jižní Předměstí, Czechia;;;https://www.znamylekar.cz/ivan-borik/psycholog/plzen;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '0930'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '0930'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '0930'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '0930'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '0930'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u2009–\u20099:30\u202fAM', 'Tuesday: 9:00\u2009–\u20099:30\u202fAM', 'Wednesday: 9:00\u2009–\u20099:30\u202fAM', 'Thursday: 9:00\u2009–\u20099:30\u202fAM', 'Friday: 9:00\u2009–\u20099:30\u202fAM', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Dagmar Steinhäuselová;PhDr. Dagmar Steinhäuselová Psycholog Plzeň;602 406 538;PRAVDA;602 406 538;Alej svobody 40, Plzeň Lochotín;21, Raisova 2426, 301 00 Plzeň 3, Czechia;ds@psychologie-stein.cz;https://www.psychologie-stein.cz/index.php;http://www.psychologie-stein.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Jan Betlach;Jan Betlach, Psycholog;724 087 978;PRAVDA;724 087 978;Plzenecká 921, 326 00 Plzeň 2-Slovany-Východní Předměstí;73, Plzenecká 921, 326 00 Plzeň 2-Slovany-Východní Předměstí, Czechia;janbetlach@gmail.com;http://www.janbetlach.cz/;http://janbetlach.cz/;
Mgr. Jana Moučková;Pavlína Moučková;377 104 675;NEPRAVDA;777 257 524;Alej Svobody 80, 304 60 Plzeň-Lochotín;Částkova 74, 326 00 Plzeň-Plzeň 2-Slovany, Czechia;polanskajana@fnplzen.cz;;https://www.pavlinamouckova.cz/kontakty;
Mgr. Lucie Fišerová;Fišerová Věra Mgr.;377 104 676;NEPRAVDA;542 214 662;Alej Svobody 80, 304 60 Plzeň-Lochotín;37, Masarykova 506, 602 00 Brno-střed, Czechia;fiseroval@fnplzen.cz;;https://www.znamylekar.cz/vera-fiserova/psycholog/brno;
Mgr. Lucie Kryslová;;377 104 676;NEPRAVDA;No phone number available;Alej Svobody 80, 304 60 Plzeň-Lochotín;Not found;krysloval@fnplzen.cz;https://dk.fnplzen.cz/cs/node/394;;
Klinický psycholog PhDr. Karel Bröckl;PhDr. Karel Bröckl, psycholog;377 462 006, 602 161 405;PRAVDA;377 462 006;Sedláčkova 209, 301 00 Plzeň 3;16, Sedláčkova 209, 301 00 Plzeň 3, Czechia;brockl@powernet.cz;https://psychologie-plzen.cz/;;
Ambulance klinické psychologie – doc. PhDr. Anežka Hejdová;Andrea Hejdová;737 814 422;NEPRAVDA;377 220 307;Slovanská 1238/69, Plzeň – Východní Předměstí 326 00;32, Prokopova 233, Jižní Předměstí, 301 00 Plzeň-Plzeň 3, Czechia;;;;
PhDr. Dagmar Nechutná;PhDr. Dagmar Nechutná;377 324 074;PRAVDA;377 324 074;Soukenická 690/5, Plzeň – Jižní Předměstí 301 00;5, Soukenická 690, 301 00 Plzeň 3, Czechia;;;;
Mgr. Zdeňka Sumega Vařenková;Mgr. Zdeňka Vařenková;603 170 040;PRAVDA;603 170 040;Palackého 101/9, Plzeň – Jižní Předměstí 301 00;9, Palackého 101, 301 00 Plzeň-Plzeň 3, Czechia;info@varenkova.cz;http://www.varenkova.cz/;http://www.varenkova.cz/;
Mgr. Linda Spěváčková;Mgr. Linda Spěváčková;734 865 994;NEPRAVDA;734 865 996;Sedláčkova 210/14, Plzeň – Vnitřní Město 301 00;14, Sedláčkova 210, 301 00 Plzeň 3-Vnitřní Město, Czechia;linda.spevackova@psycholog-analytik.cz;https://www.psycholog-analytik.cz/;http://www.psycholog-analytik.cz/;
Fakultní nemocnice Plzeň – Oddělení klinické psychologie;Fakultní nemocnice Plzeň - Oddělení klinické psychologie;377 103 153, 377 103 188;NEPRAVDA;No phone number available;Alej Svobody 923/80, 323 00 Plzeň 1-Severní Předměstí;Alej Svobody 923/80, 323 00 Plzeň 1-Severní Předměstí, Czechia;chmelarova@fnplzen.cz;http://okp.fnplzen.cz/cs/node/1928;;
PhDr. Dagmar Nosilová – klinický psycholog a psychoterapeut;PhDr. Dagmar Nosilová - klinický psycholog a psychoterapeut;725 753 653;PRAVDA;725 753 653;Vepřkova 1220/21, 274 01 Slaný;Vepřkova 1220/21, 274 01 Slaný-Slaný 1, Czechia;nosilova@gmail.com;http://www.psycholog-slany.cz/;http://www.psycholog-slany.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
Ordinace klinické psychologie Stříbro Mgr. Ing. Ivana Holubcová;Ordinace klinické psychologie;774 160 443;PRAVDA;774 160 443;Benešova 205, 349 01 Stříbro;Benešova 205, 349 01 Stříbro, Czechia;holubcova.ivana@seznam.cz;;;
Ordinace klinické psychologie Klatovy Mgr. Ing. Ivana Holubcová;Mgr. Ing. Ivana Holubcová;774 160 443;PRAVDA;774 160 443;Štěpánovice 112, 339 01 Klatovy;Štěpánovice 112, 339 01 Klatovy-Klatovy 1, Czechia;;;http://mgr-ing-ivana-holubcova.zdravotniregistr.cz/;
Klinická psychologie, Dopravní psychologie Mgr. Jaroslav Janský;Mgr. Jaroslav Janský;603 201 446;PRAVDA;603 201 446;Vaňkova 348, 339 01 Klatovy;Vaňkova 348, 339 01 Klatovy-Klatovy II, Czechia;;https://www.psychologickapraxe.com/;http://www.psychologickapraxe.com/;
Dětská klinická psychologie Mgr. Pavla Janská;Mgr. Pavla Janská;604 427 261;NEPRAVDA;376 317 441;Vaňkova 348, 339 01 Klatovy;Vaňkova 348, 339 01 Klatovy-Klatovy 1, Czechia;;https://www.psychologickapraxe.com/;;
Ordinace klinického psychologa Tachov Mgr. Iva Matějčková;Mgr. Iva Matějčková Zezulová;374 718 251;NEPRAVDA;374 787 579;Václavská 1606, 347 01 Tachov;T. G. Masaryka 991, 347 01 Tachov-Tachov 1, Czechia;;;http://mgr-matejckova-zezulova-iva-t-g-masaryka-832.zdravotniregistr.cz/;{'open_now': False, 'periods': [{'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0800'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Zdeňka Brujová Klinická psychologie;Brujová Zdeňka PhDr.;387 312 622;PRAVDA;387 312 622;Klavíkova 1573/13 České Budějovice;13, Klavíkova 1573, 370 04 České Budějovice-České Budějovice 3, Czechia;;;;
PhDr. Vlasta Roušalová Klinická psychologie;Roušalová Vlasta PhDr.;386 461 478;PRAVDA;386 461 478;U Tří lvů 294/4 370 01 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;https://www.znamylekar.cz/vlasta-rousalova/psycholog/ceske-budejovice;
PhDr. Vladimír Fors Klinická psychologie;Forst Vladimír PhDr. - psychoterapeut;387 730 389;NEPRAVDA;603 895 363;Matice školské 1786/17 České Budějovice;Matice školské 17/1786, 370 01 České Budějovice-České Budějovice 1, Czechia;;;https://www.zlatestranky.cz/profil/H54004;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: Closed', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Petr Havlík Klinická psychologie;Havlík Petr PhDr. Šindelková Taťána PhDr.;387 313 566;PRAVDA;387 313 566;U Tří lvů 294/4 370 01 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
PhDr. Taťána Šindelková Klinická psychologie;Havlík Petr PhDr. Šindelková Taťána PhDr.;387 313 566;PRAVDA;387 313 566;U Tří lvů 294/4 370 01 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
PhDr. Ivana Nesnídalová Klinická psychologie;Klinická psychologie;387 314 300;PRAVDA;387 314 300;Senovážné nám. 248/2 370 01 České Budějovice;51, Nádražní 100, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
Mgr. Martin Havlík Klinická psychologie;Havlík Petr PhDr. Šindelková Taťána PhDr.;386 322 320;NEPRAVDA;387 313 566;Dr. Stejskala 433/8 370 01 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
PhDr. Dagmar Čutková Klinická psychologie;PhDr. Dagmar Čutková - ordinace klinické psychologie, s.r.o.;387 436 802;PRAVDA;387 436 802;Novohradská 1806/68 370 08 České Budějovice;Novohradská 1806/68, 370 08 České Budějovice-České Budějovice 8, Czechia;;;https://www.najdipomoc.cz/detail/psycholog/phdr-dagmar-utkova/;
SANVIA, s.r.o. Klinická psychologie Mgr. Kateřina Šuleřová;Šuleřová Kateřina Mgr. - Psycholog;386 352 056;PRAVDA;386 352 056;U Tří lvů 294/4 370 01 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
Nemocnice České Budějovice, a.s. Klinická psychologie;Ordinace klinické psychologie pro děti;387 871 111;NEPRAVDA;386 106 115;B. Němcové 370 01 České Budějovice;2, Senovážné nám. 248, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
PhDr. Zdeňka Šírková Klinická psychologie;Šírková Zdeňka PhDr.;380 712 106;PRAVDA;380 712 106;Netolická 1137/5 370 05 České Budějovice;Platanová 213/2, 381 01 České Budějovice-Český Krumlov 1, Czechia;;;https://www.znamylekar.cz/zdenka-sirkova/psycholog/cesky-krumlov;
Mgr. Kateřina Sekyrová Klinická psychologie;Šuleřová Kateřina Mgr. - Psycholog;387 876 328;NEPRAVDA;386 352 056;Boženy Němcové 54/585 370 07 České Budějovice;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
Mgr. Petra Kučerová Klinická psychologie;Mgr. Petra Kučerová - ambulance klinické psychologie;380 712 244;PRAVDA;380 712 244;T. G. Masaryka 212 381 01 Český Krumlov;T. G. Masaryka 212, 381 01 Český Krumlov-Český Krumlov 1, Czechia;;;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Petra Valkony Klinická psychologie;Mgr. Natália Čavojcová;728 525 945;NEPRAVDA;608 280 182;T. G. Masaryka 212 381 01 Český Krumlov;Zenklova 22, 180 00 Praha 8-Libeň, Czechia;;;http://www.psychologpraha.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0900'}}], 'weekday_text': ['Monday: 1:00\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Hana Tučková Klinická psychologie;PhDr. Ludmila Tučková;384 376 415;NEPRAVDA;736 448 886;Václavská 49 370 01 Jindřichův Hradec;13, Solniční 631, 602 00 Brno-střed, Czechia;;;;
Mgr. et Mgr. Michal Hanzlovský Klinická psychologie;Klinický psycholog;606 237 063;NEPRAVDA;384 361 442;Komenského 12 377 01 Jindřichův Hradec;Svatojánská 145, 377 01 Jindřichův Hradec-Jindřichův Hradec 1, Czechia;;;;
Mgr. Kamil Ryška Klinická psychologie;;604 419 183;NEPRAVDA;No phone number available;U Nemocnice 380 377 01 Jindřichův Hradec;Not found;;;;
PhDr. Anna Klimperová Klinická psychologie;PhDr. Anna Klimperová - klinická psychologie, psychologické poradenství;388 316 241;PRAVDA;388 316 241;Nemocniční 204 383 01 Prachatice;Nemocniční 204, 383 01 Prachatice, Czechia;;;;
Psychologie Schenková, s.r.o. Klinická psychologie Mgr. Věra Schenková;Ordinace klinického psychologa;607 121 451;NEPRAVDA;No phone number available;Chelčického 50/1 397 01 Písek;Gregorova 20, 397 01 Písek-Písek 1, Czechia;;;;
Mgr. Eva Kravarová Klinická psychologie;Psycholog a psychoterapeut Mgr. Eva Krausová;736 775 404;NEPRAVDA;721 745 053;Alšovo nám. 74/11 397 01 Písek;Rumunská 1, Nové Město, 120 00 Praha-Praha 2, Czechia;;;https://www.psycholog-krausova.cz/;{'open_now': True, 'periods': [{'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
PhDr. Vladimír Forst Klinická psychologie;Forst Vladimír PhDr. - psychoterapeut;387 730 389;NEPRAVDA;603 895 363;Matice školské 1786/17 370 01 České Budějovice Jiráskova 116 389 01 Vodňany;Matice školské 17/1786, 370 01 České Budějovice-České Budějovice 1, Czechia;;;https://www.zlatestranky.cz/profil/H54004;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: Closed', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
